Timestamp (s),Power (W)
.032962327,150.00
1.312039616,150.00
2.551234553,200.00
4.588965683,200.00
5.851448688,200.00
7.099554045,200.00
8.340187499,200.00
9.639455903,200.00
10.919801989,225.00
12.168380145,225.00
13.378782506,225.00
14.608821263,225.00
15.817176988,225.00
17.029018986,225.00
18.311064908,225.00
19.599554896,225.00
20.838926713,225.00
22.088684266,225.00
23.349098956,225.00
24.558879638,225.00
25.810418148,225.00
27.050604523,225.00
28.278994244,225.00
29.548161194,225.00
30.794797595,225.00
32.060902832,225.00
33.337139886,225.00
34.568889901,225.00
36.788672476,225.00
38.040480290,225.00
39.248217995,225.00
40.489716950,225.00
41.750502826,225.00
43.008578947,225.00
44.260176202,225.00
45.459931643,225.00
46.729259301,225.00
48.017730519,225.00
49.226992101,225.00
50.499250913,225.00
52.229267499,225.00
53.467208462,225.00
54.688412939,225.00
55.968169456,225.00
57.229591770,225.00
58.478802029,225.00
59.688989769,225.00
60.980460462,225.00
62.238529343,225.00
63.449180922,225.00
64.709139159,225.00
65.959250897,225.00
68.148965533,225.00
69.468167128,225.00
70.718526265,225.00
71.977613264,225.00
73.229675798,225.00
74.528733714,225.00
75.840232285,225.00
77.088492626,225.00
78.300435123,225.00
79.528653106,225.00
80.768765344,225.00
82.028963421,225.00
84.010501847,225.00
85.228893490,225.00
86.438800791,225.00
87.688604729,225.00
88.938787707,225.00
90.160052504,225.00
91.401981298,225.00
92.679744419,225.00
93.948337598,225.00
95.229349712,225.00
96.457235895,225.00
97.730749464,225.00
98.989196145,225.00
100.269604260,225.00
101.538976638,225.00
102.798771355,225.00
104.029291133,225.00
105.319994467,225.00
106.567313130,225.00
107.888995640,225.00
109.099133060,225.00
110.380661053,225.00
111.638536334,225.00
112.888567912,225.00
114.149378508,225.00
116.028211386,225.00
117.328074341,225.00
118.649169172,225.00
119.897637473,225.00
121.219440143,225.00
122.468747042,225.00
123.748654798,225.00
124.990784272,225.00
126.256628217,225.00
127.528926829,225.00
128.808092506,225.00
130.070055259,225.00
131.447744654,225.00
132.666970662,225.00
133.898668324,225.00
135.169390303,225.00
136.458866963,225.00
137.690327945,225.00
138.959824647,225.00
140.230755226,225.00
141.500336328,225.00
142.728731757,225.00
143.970090358,225.00
145.238939022,225.00
147.179330257,225.00
148.478884135,225.00
149.768940593,225.00
151.044053643,225.00
152.288980677,225.00
153.570209954,225.00
154.850138194,225.00
156.099909417,225.00
157.318990266,225.00
158.620827619,225.00
159.897989465,225.00
161.129606967,225.00
163.378474707,225.00
164.628416531,225.00
165.897825353,225.00
167.140904991,225.00
168.380010517,225.00
169.609170745,225.00
170.890443101,225.00
172.100989968,225.00
173.288500325,225.00
174.448576299,225.00
175.629429069,225.00
176.768695088,225.00
177.900358402,225.00
179.567135780,225.00
180.729852189,225.00
181.859337028,225.00
183.008890105,225.00
184.159598939,225.00
185.320404032,225.00
186.437829297,225.00
187.558678274,225.00
188.659123816,225.00
189.800447310,225.00
190.968675067,225.00
192.150066716,225.00
193.258355080,225.00
194.998886221,225.00
196.149770015,225.00
197.308372872,225.00
198.468524366,225.00
199.628267062,225.00
200.789367674,225.00
202.049272556,225.00
203.248546807,225.00
204.417225483,225.00
205.670984098,225.00
206.849774313,225.00
208.106261642,225.00
209.287515372,225.00
210.930604919,225.00
212.065374267,225.00
213.239584212,225.00
214.400126745,225.00
215.608032058,225.00
216.779199769,225.00
217.930125802,225.00
219.099390557,225.00
220.220144295,225.00
221.369940931,225.00
222.529220267,225.00
223.739670615,225.00
224.938201547,225.00
227.069343818,225.00
228.240445769,225.00
229.408394086,225.00
230.578583199,225.00
231.729349593,225.00
232.908945046,225.00
234.038437446,225.00
235.260759488,225.00
236.429122244,225.00
237.610918173,225.00
238.756308498,225.00
239.928704326,225.00
241.079140161,225.00
242.966402870,225.00
244.138401059,225.00
245.327984691,225.00
246.548642936,225.00
247.678430735,225.00
248.817893633,225.00
249.988200826,225.00
251.248839546,225.00
252.440171534,225.00
253.640332383,225.00
254.810290737,225.00
255.978591334,225.00
257.129482808,225.00
258.689206252,225.00
259.919067558,225.00
261.059122055,225.00
262.228517130,225.00
263.348561469,225.00
264.479796545,225.00
265.630941058,225.00
266.799578415,225.00
267.970093047,225.00
269.070352548,225.00
270.230269883,225.00
271.378153883,225.00
272.592429582,225.00
274.460745851,225.00
275.640543704,225.00
276.840490153,225.00
278.050449582,225.00
279.211031155,225.00
280.409591288,225.00
281.678463711,225.00
282.879057479,225.00
284.099098326,225.00
285.290764073,225.00
286.500258182,225.00
287.660676876,225.00
288.798827897,225.00
290.557798598,225.00
291.729421348,225.00
292.878655626,225.00
294.049363617,225.00
295.198802974,225.00
296.419631180,225.00
297.570489374,225.00
298.769584785,225.00
299.928254002,225.00
301.098591315,225.00
302.308371824,225.00
303.510839028,225.00
304.678775345,225.00
306.229206290,225.00
307.387933947,225.00
308.639299568,225.00
309.858910136,225.00
311.060612221,225.00
312.217652122,225.00
313.368766276,225.00
314.579716022,225.00
315.811007805,225.00
317.010130296,225.00
318.258427483,225.00
319.380763818,225.00
320.548645495,225.00
322.530577123,225.00
323.689186380,225.00
324.930900221,225.00
326.167412113,225.00
327.339391982,225.00
