Cnode ID, Thread ID,CYCLES_NOT_IN_HALT,RETIRED_INSTRUCTIONS,perf::PERF_COUNT_HW_CACHE_L1D:MISS,perf::PERF_COUNT_HW_CACHE_L1D:ACCESS,execution,mpi,comp,regionName,iteration
0,0,1612852944579,3664415530202,15307434091,1963856735336,639.515,306.186,333.33,iterate,0
0,1,1595046164095,3138525155476,17151713251,1667577953566,639.509,207.803,431.706,iterate,0
0,2,1592362352383,2937585448220,17206581687,1560790317100,639.508,196.278,443.23,iterate,0
0,3,1610598041255,3649277241150,14967430977,1955247135575,639.519,297.0,342.52,iterate,0
0,4,1604535139973,3541352445351,16324205801,1893335423746,639.519,272.373,367.146,iterate,0
0,5,1584237940860,2916280205524,19392442081,1545595332386,639.519,170.454,469.065,iterate,0
0,6,1578367635009,2836156404908,19538252425,1504981161249,639.522,160.514,479.008,iterate,0
0,7,1606028958169,3491917995749,16659102875,1868097194088,639.52,261.243,378.276,iterate,0
0,8,1603950501996,3481284536099,17031377034,1857177240914,639.522,258.189,381.333,iterate,0
0,9,1579672517395,2814696738762,19927557981,1488135330504,639.517,154.557,484.96,iterate,0
0,10,1565130506928,2706335293052,19859543218,1433654592170,639.525,138.874,500.651,iterate,0
0,11,1602305392832,3338667811264,16939216243,1783481052008,639.525,244.815,394.71,iterate,0
0,12,1605168579034,3624226410949,16301666905,1937861588439,639.522,265.576,373.945,iterate,0
0,13,1585243873924,2904894746819,19183932992,1539563798861,639.52,168.242,471.279,iterate,0
0,14,1582460601139,2836877282894,19444680667,1505863668098,639.523,155.218,484.304,iterate,0
0,15,1609025352226,3428903424873,16633068627,1834548068136,639.525,258.246,381.279,iterate,0
0,16,1601406327908,3331429928356,16745577502,1773992198833,639.52,252.088,387.433,iterate,0
0,17,1577821047150,2824641384123,19645674713,1491730828221,639.518,153.06,486.458,iterate,0
0,18,1575043798873,2715878528131,19644728179,1437375071900,639.518,141.027,498.49,iterate,0
0,19,1601055597968,3379393016309,16932403255,1804300419797,639.522,246.395,393.127,iterate,0
0,20,1609750535477,3458120109325,16682434546,1844750751235,639.523,265.301,374.222,iterate,0
0,21,1586044466600,2925608877573,19168688726,1548158774637,639.518,173.009,466.51,iterate,0
0,22,1581989990512,2823371673720,19237642864,1495087361899,639.521,156.6,482.922,iterate,0
0,23,1608919726025,3421800401073,16605932095,1828088481276,639.524,258.505,381.019,iterate,0
0,24,1603308250553,3484579103934,16795073829,1861077952864,639.519,259.081,380.438,iterate,0
0,25,1580742486448,2852444348053,19590842084,1507744312592,639.518,155.44,484.077,iterate,0
