STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595136471 GHz,
TABLE,Group 1 Raw,CPI,5
Event,Counter,HWThread 19
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,4130441128
CPU_CLOCKS_UNHALTED,PMC1,2028643825
RETIRED_UOPS,PMC2,4115042351
TABLE,Group 1 Metric,CPI,6
Metric,HWThread 19,
Runtime (RDTSC) [s],11.6718,
Runtime unhalted [s],0.7817,
Clock [MHz],-,
CPI,0.4911,
CPI (based on uops),0.4930,
IPC,2.0361,
