JobID        JobIDRaw        JobName  Partition  MaxVMSize  MaxVMSizeNode  MaxVMSizeTask  AveVMSize     MaxRSS MaxRSSNode MaxRSSTask     AveRSS MaxPages MaxPagesNode   MaxPagesTask   AvePages     MinCPU MinCPUNode MinCPUTask     AveCPU   NTasks  AllocCPUS    Elapsed      State ExitCode AveCPUFreq ReqCPUFreqMin ReqCPUFreqMax ReqCPUFreqGov     ReqMem ConsumedEnergy  MaxDiskRead MaxDiskReadNode MaxDiskReadTask    AveDiskRead MaxDiskWrite MaxDiskWriteNode MaxDiskWriteTask   AveDiskWrite    ReqTRES  AllocTRES TRESUsageInAve TRESUsageInMax TRESUsageInMaxNode TRESUsageInMaxTask TRESUsageInMin TRESUsageInMinNode TRESUsageInMinTask TRESUsageInTot TRESUsageOutMax TRESUsageOutMaxNode TRESUsageOutMaxTask TRESUsageOutAve TRESUsageOutTot 
------------ ------------ ---------- ---------- ---------- -------------- -------------- ---------- ---------- ---------- ---------- ---------- -------- ------------ -------------- ---------- ---------- ---------- ---------- ---------- -------- ---------- ---------- ---------- -------- ---------- ------------- ------------- ------------- ---------- -------------- ------------ --------------- --------------- -------------- ------------ ---------------- ---------------- -------------- ---------- ---------- -------------- -------------- ------------------ ------------------ -------------- ------------------ ------------------ -------------- --------------- ------------------- ------------------- --------------- --------------- 
6096650      6096650      experimen+   standard                                                                                                                                                                                                             256   00:00:37  COMPLETED      0:0                  Unknown       Unknown       Unknown       222G          8.96K                                                                                                                           billing=1+ billing=2+                                                                                                                                                                                                                                 
6096650.bat+ 6096650.bat+      batch               427940K      nid004797              0    427940K     20168K  nid004797          0     20168K        0    nid004797              0          0   00:00:00  nid004797          0   00:00:00        1        256   00:00:37  COMPLETED      0:0         2G             0             0             0                     8.49K       61.56M       nid004797               0         61.56M       57.11M        nid004797                0         57.11M            cpu=256,g+ cpu=00:00:00,+ cpu=00:00:00,+ cpu=nid004797,ene+ cpu=0,fs/disk=0,f+ cpu=00:00:00,+ cpu=nid004797,ene+ cpu=0,fs/disk=0,f+ cpu=00:00:00,+ energy=263,fs/+ energy=nid004797,f+ fs/disk=0,fs/lustr+ energy=110,fs/+ energy=110,fs/+ 
6096650.ext+ 6096650.ext+     extern                 7508K      nid004797              0      7508K       696K  nid004797          0       696K        0    nid004797              0          0   00:00:00  nid004797          0   00:00:00        1        256   00:00:37  COMPLETED      0:0      2.25G             0             0             0                     8.96K        0.00M       nid004797               0          0.00M        0.00M        nid004797                0          0.00M            billing=2+ cpu=00:00:00,+ cpu=00:00:00,+ cpu=nid004797,ene+ cpu=0,fs/disk=0,f+ cpu=00:00:00,+ cpu=nid004797,ene+ cpu=0,fs/disk=0,f+ cpu=00:00:00,+ energy=220,fs/+ energy=nid004797,f+ fs/disk=0,fs/lustr+ energy=107,fs/+ energy=107,fs/+ 
6096650.0    6096650.0    perfwrapp+               284192K      nid004797             64    284192K      4972K  nid004797         64    4240608        2    nid004797             46          0   00:00:00  nid004797         64   00:00:00      128        256   00:00:09  COMPLETED      0:0       256G       Unknown            2G       Unknown                     1.22K        2.97M       nid004797               0          2.25M        0.01M        nid004797                0          0.00M            cpu=256,m+ cpu=00:00:00,+ cpu=00:00:00,+ cpu=nid004797,ene+ cpu=41,fs/disk=0,+ cpu=00:00:00,+ cpu=nid004797,ene+ cpu=64,fs/disk=64+ cpu=00:00:02,+ energy=377,fs/+ energy=nid004797,f+ fs/disk=0,fs/lustr+ energy=1,fs/di+ energy=213,fs/+ 
6096650.1    6096650.1    perfwrapp+               284192K      nid004797            124    284192K     27764K  nid004797          5    4717760      118    nid004797              6          2   00:00:00  nid004797        124   00:00:00      128        256   00:00:05  COMPLETED      0:0       256G       Unknown            2G       Unknown                     1.12K        2.97M       nid004797               0          2.88M        0.01M        nid004797                0          0.00M            cpu=256,m+ cpu=00:00:00,+ cpu=00:00:01,+ cpu=nid004797,ene+ cpu=5,fs/disk=0,f+ cpu=00:00:00,+ cpu=nid004797,ene+ cpu=124,fs/disk=1+ cpu=00:00:07,+ energy=383,fs/+ energy=nid004797,f+ fs/disk=0,fs/lustr+ energy=1,fs/di+ energy=213,fs/+ 
6096650.2    6096650.2    perfwrapp+               284192K      nid004797            126    284192K      4952K  nid004797        126    3426336        3    nid004797             71          0   00:00:00  nid004797        126   00:00:00      128        256   00:00:07     FAILED      1:0       256G       Unknown            2G       Unknown                       641        0.08M       nid004797             100          0.07M        0.00M        nid004797                0          0.00M            cpu=256,m+ cpu=00:00:00,+ cpu=00:00:00,+ cpu=nid004797,ene+ cpu=37,fs/disk=10+ cpu=00:00:00,+ cpu=nid004797,ene+ cpu=126,fs/disk=1+ cpu=00:00:02,+ energy=246,fs/+ energy=nid004797,f+ fs/disk=0,fs/lustr+ energy=1,fs/di+ energy=213,fs/+ 
6096650.3    6096650.3    perfwrapp+               284192K      nid004797             28    284192K     28308K  nid004797         16    5306080      195    nid004797              7         15   00:00:00  nid004797         28   00:00:00      128        256   00:00:05  COMPLETED      0:0       256G       Unknown            2G       Unknown                     1.16K        2.97M       nid004797               0          2.85M        0.01M        nid004797                0          0.00M            cpu=256,m+ cpu=00:00:00,+ cpu=00:00:01,+ cpu=nid004797,ene+ cpu=0,fs/disk=0,f+ cpu=00:00:00,+ cpu=nid004797,ene+ cpu=28,fs/disk=28+ cpu=00:00:33,+ energy=387,fs/+ energy=nid004797,f+ fs/disk=0,fs/lustr+ energy=1,fs/di+ energy=213,fs/+ 
6096650.4    6096650.4    cube-benc+               284192K      nid004797             31    284192K      4952K  nid004797         90    4113312      130    nid004797             73         52   00:00:00  nid004797         31   00:00:01      128        256   00:00:04  COMPLETED      0:0    120.57G       Unknown            2G       Unknown                       856        2.88M       nid004797               0          1.60M        0.01M        nid004797                0          0.00M            cpu=256,m+ cpu=00:00:01,+ cpu=00:00:02,+ cpu=nid004797,ene+ cpu=22,fs/disk=0,+ cpu=00:00:00,+ cpu=nid004797,ene+ cpu=31,fs/disk=31+ cpu=00:02:36,+ energy=277,fs/+ energy=nid004797,f+ fs/disk=0,fs/lustr+ energy=1,fs/di+ energy=213,fs/+ 
