STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595105587 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 49
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,6558224234
CPU_CLOCKS_UNHALTED,PMC1,2819675858
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,83995489
TABLE,Group 1 Metric,L2,8
Metric,HWThread 49,
Runtime (RDTSC) [s],22.5516,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4299,
L2D load bandwidth [MBytes/s],238.3740,
L2D load data volume [GBytes],5.3757,
L2 bandwidth [MBytes/s],238.3740,
L2 data volume [GBytes],5.3757,
