STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595083592 GHz,
TABLE,Group 1 Raw,CPI,5
Event,Counter,HWThread 7
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,6274169697
CPU_CLOCKS_UNHALTED,PMC1,2650228012
RETIRED_UOPS,PMC2,6323231160
TABLE,Group 1 Metric,CPI,6
Metric,HWThread 7,
Runtime (RDTSC) [s],20.6900,
Runtime unhalted [s],1.0212,
Clock [MHz],-,
CPI,0.4224,
CPI (based on uops),0.4191,
IPC,2.3674,
