STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595107803 GHz,
TABLE,Group 1 Raw,CACHE,6
Event,Counter,HWThread 19
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,5910799474
CPU_CLOCKS_UNHALTED,PMC1,2754690657
DATA_CACHE_ACCESSES,PMC2,2862970489
DATA_CACHE_REFILLS_ALL,PMC3,9705517
TABLE,Group 1 Metric,CACHE,9
Metric,HWThread 19,
Runtime (RDTSC) [s],24.5793,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4660,
data cache requests,2862970489,
data cache request rate,0.4844,
data cache misses,9705517,
data cache miss rate,0.0016,
data cache miss ratio,0.0034,
