STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595049904 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 29
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,5296132285
CPU_CLOCKS_UNHALTED,PMC1,2593365067
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,64086863
TABLE,Group 1 Metric,L2,8
Metric,HWThread 29,
Runtime (RDTSC) [s],20.1915,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4897,
L2D load bandwidth [MBytes/s],203.1334,
L2D load data volume [GBytes],4.1016,
L2 bandwidth [MBytes/s],203.1334,
L2 data volume [GBytes],4.1016,
