STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595132981 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 110
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,4785629003
CPU_CLOCKS_UNHALTED,PMC1,2206754095
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,66325166
TABLE,Group 1 Metric,L2,8
Metric,HWThread 110,
Runtime (RDTSC) [s],19.4041,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4611,
L2D load bandwidth [MBytes/s],218.7589,
L2D load data volume [GBytes],4.2448,
L2 bandwidth [MBytes/s],218.7589,
L2 data volume [GBytes],4.2448,
