STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.594897581 GHz,
TABLE,Group 1 Raw,CPI,5
Event,Counter,HWThread 97
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,5137091260
CPU_CLOCKS_UNHALTED,PMC1,2343649307
RETIRED_UOPS,PMC2,5201096221
TABLE,Group 1 Metric,CPI,6
Metric,HWThread 97,
Runtime (RDTSC) [s],21.9834,
Runtime unhalted [s],0.9032,
Clock [MHz],-,
CPI,0.4562,
CPI (based on uops),0.4506,
IPC,2.1919,
