Timestamp (s),Power (W)
.079169435,529.20
1.269820231,529.20
2.374446258,529.20
3.478688679,529.20
4.732186935,529.20
6.232802244,529.20
7.557919251,529.20
8.789316203,529.20
10.051467179,529.20
11.288999153,834.96
12.624713229,834.96
13.951569057,834.96
15.218052304,834.96
16.422822280,834.96
17.705334113,834.96
19.327708911,834.96
20.636273805,834.96
21.949135980,834.96
23.246035357,904.00
24.553763285,904.00
25.784599104,904.00
27.048119047,904.00
28.289698003,904.00
29.639352531,904.00
30.901776964,904.00
32.212376344,904.00
33.513234133,904.00
34.720856879,904.00
36.094895274,904.00
37.336455223,904.00
38.615208565,904.00
39.898280208,904.00
41.135191713,904.00
42.416369308,904.00
43.718811222,904.00
44.942133983,904.00
46.489224701,904.00
47.795841174,904.00
49.079444586,904.00
50.337482269,904.00
51.578722823,904.00
52.908865457,904.00
54.177094972,904.00
55.354527529,904.00
56.577747264,904.00
57.904931391,904.00
59.430999023,904.00
60.655716638,904.00
61.975656439,904.00
63.289216725,904.00
64.556565285,904.00
65.894346680,904.00
67.248591083,904.00
68.545565427,904.00
69.830645476,904.00
71.296376200,904.00
72.575454868,904.00
73.879592605,904.00
75.287774432,904.00
76.510229970,904.00
77.729993949,904.00
79.253565656,904.00
80.559738786,904.00
81.923007277,912.00
83.268768520,912.00
84.557269485,912.00
85.981034145,912.00
87.262509402,912.00
88.630937531,912.00
90.118098169,912.00
91.423241052,912.00
92.789164066,912.00
94.188538257,912.00
95.455468844,912.00
96.674904338,912.00
98.014574186,912.00
99.326570556,912.00
100.557613950,912.00
101.938477021,912.00
103.237262342,912.00
104.446474070,904.00
105.720436420,904.00
107.077620566,904.00
108.306264812,904.00
109.493828647,904.00
110.806071446,904.00
112.170937962,904.00
113.514003165,904.00
114.800305856,904.00
116.239906596,912.00
117.577324558,912.00
118.936887624,912.00
120.332977710,912.00
121.576525857,912.00
122.781351383,912.00
124.060220351,912.00
125.299182923,912.00
126.790356558,912.00
128.089431664,912.00
129.419713450,912.00
130.638460836,912.00
131.903569171,912.00
133.209641054,912.00
134.400389536,912.00
135.629918248,912.00
136.835505581,912.00
138.119540581,912.00
139.609305353,912.00
140.919106869,912.00
142.175443443,912.00
143.407325729,912.00
144.667928682,912.00
145.948295573,912.00
147.251156988,912.00
148.568148706,912.00
149.921704597,912.00
151.150983215,912.00
152.586843743,912.00
153.859452652,912.00
155.125269763,912.00
156.451190617,912.00
157.611871529,912.00
158.859192244,912.00
160.136258842,912.00
161.394902162,912.00
162.702816730,912.00
163.947858078,912.00
165.246051731,912.00
166.735857126,912.00
168.003254697,912.00
169.295675731,912.00
170.573147255,912.00
171.740459833,912.00
173.115308440,912.00
174.415288392,912.00
175.796335932,912.00
177.084136965,912.00
178.364756199,912.00
179.687634167,912.00
180.972583839,912.00
182.251922260,912.00
183.467100660,912.00
184.722415660,912.00
185.973804635,912.00
187.416511515,912.00
188.726642803,912.00
189.965276661,912.00
191.281621697,912.00
192.524207866,912.00
193.848949526,912.00
195.106526977,912.00
196.375334729,912.00
197.668800621,912.00
199.282910760,912.00
200.576645968,912.00
201.886811376,912.00
203.118473109,912.00
204.410687739,912.00
205.577249419,912.00
206.861604187,912.00
208.166970737,912.00
209.631208104,912.00
210.923572151,912.00
212.202897642,912.00
213.434835997,912.00
214.723717676,912.00
215.891623848,912.00
217.129419236,912.00
218.425583496,912.00
219.681936605,912.00
220.917451036,912.00
222.270376053,912.00
223.528436000,912.00
224.732105664,912.00
225.989241577,912.00
227.387912253,912.00
228.646393244,912.00
229.847651255,912.00
231.078268793,912.00
232.367355516,912.00
233.772563925,912.00
234.960521143,912.00
236.351204132,912.00
237.663368084,912.00
239.119996717,912.00
240.510646787,912.00
241.714586492,912.00
242.940710803,912.00
244.160314668,912.00
245.484463282,912.00
246.969696402,912.00
248.247577030,912.00
249.469094842,912.00
250.742966447,912.00
251.943144903,912.00
253.195467798,912.00
254.464485845,912.00
255.743323548,912.00
257.070755254,912.00
258.269552554,912.00
259.695931094,912.00
260.986519472,912.00
262.152278434,912.00
263.406782297,912.00
