STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595129971 GHz,
TABLE,Group 1 Raw,CACHE,6
Event,Counter,HWThread 3
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,3238942293473
CPU_CLOCKS_UNHALTED,PMC1,1431787667788
DATA_CACHE_ACCESSES,PMC2,1651829272635
DATA_CACHE_REFILLS_ALL,PMC3,3914302184
TABLE,Group 1 Metric,CACHE,9
Metric,HWThread 3,
Runtime (RDTSC) [s],592.9435,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4421,
data cache requests,1651829272635,
data cache request rate,0.5100,
data cache misses,3914302184,
data cache miss rate,0.0012,
data cache miss ratio,0.0024,
