STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.59509986 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 63
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,2727899961680
CPU_CLOCKS_UNHALTED,PMC1,1401890074425
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,17745782431
TABLE,Group 1 Metric,L2,8
Metric,HWThread 63,
Runtime (RDTSC) [s],581.5525,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.5139,
L2D load bandwidth [MBytes/s],1952.9278,
L2D load data volume [GBytes],1135.7301,
L2 bandwidth [MBytes/s],1952.9278,
L2 data volume [GBytes],1135.7301,
