STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595114701 GHz,
TABLE,Group 1 Raw,CACHE,6
Event,Counter,HWThread 109
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,1966529085111
CPU_CLOCKS_UNHALTED,PMC1,1400740921512
DATA_CACHE_ACCESSES,PMC2,983060926241
DATA_CACHE_REFILLS_ALL,PMC3,5222809619
TABLE,Group 1 Metric,CACHE,9
Metric,HWThread 109,
Runtime (RDTSC) [s],592.3632,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.7123,
data cache requests,983060926241,
data cache request rate,0.4999,
data cache misses,5222809619,
data cache miss rate,0.0027,
data cache miss ratio,0.0053,
