STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595137264 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 52
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,3006564084511
CPU_CLOCKS_UNHALTED,PMC1,1408219293028
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,14388610444
TABLE,Group 1 Metric,L2,8
Metric,HWThread 52,
Runtime (RDTSC) [s],582.7086,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4684,
L2D load bandwidth [MBytes/s],1580.3286,
L2D load data volume [GBytes],920.8711,
L2 bandwidth [MBytes/s],1580.3286,
L2 data volume [GBytes],920.8711,
