STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595139158 GHz,
TABLE,Group 1 Raw,CACHE,6
Event,Counter,HWThread 83
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,2494681415550
CPU_CLOCKS_UNHALTED,PMC1,1422149945138
DATA_CACHE_ACCESSES,PMC2,1260027813146
DATA_CACHE_REFILLS_ALL,PMC3,4545503918
TABLE,Group 1 Metric,CACHE,9
Metric,HWThread 83,
Runtime (RDTSC) [s],592.2373,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.5701,
data cache requests,1260027813146,
data cache request rate,0.5051,
data cache misses,4545503918,
data cache miss rate,0.0018,
data cache miss ratio,0.0036,
