JobID        JobIDRaw        JobName  Partition  MaxVMSize  MaxVMSizeNode  MaxVMSizeTask  AveVMSize     MaxRSS MaxRSSNode MaxRSSTask     AveRSS MaxPages MaxPagesNode   MaxPagesTask   AvePages     MinCPU MinCPUNode MinCPUTask     AveCPU   NTasks  AllocCPUS    Elapsed      State ExitCode AveCPUFreq ReqCPUFreqMin ReqCPUFreqMax ReqCPUFreqGov     ReqMem ConsumedEnergy  MaxDiskRead MaxDiskReadNode MaxDiskReadTask    AveDiskRead MaxDiskWrite MaxDiskWriteNode MaxDiskWriteTask   AveDiskWrite    ReqTRES  AllocTRES TRESUsageInAve TRESUsageInMax TRESUsageInMaxNode TRESUsageInMaxTask TRESUsageInMin TRESUsageInMinNode TRESUsageInMinTask TRESUsageInTot TRESUsageOutMax TRESUsageOutMaxNode TRESUsageOutMaxTask TRESUsageOutAve TRESUsageOutTot 
------------ ------------ ---------- ---------- ---------- -------------- -------------- ---------- ---------- ---------- ---------- ---------- -------- ------------ -------------- ---------- ---------- ---------- ---------- ---------- -------- ---------- ---------- ---------- -------- ---------- ------------- ------------- ------------- ---------- -------------- ------------ --------------- --------------- -------------- ------------ ---------------- ---------------- -------------- ---------- ---------- -------------- -------------- ------------------ ------------------ -------------- ------------------ ------------------ -------------- --------------- ------------------- ------------------- --------------- --------------- 
6146606      6146606      experimen+   standard                                                                                                                                                                                                             256   00:00:21  COMPLETED      0:0                  Unknown       Unknown       Unknown       222G          5.23K                                                                                                                           billing=6+ billing=2+                                                                                                                                                                                                                                 
6146606.bat+ 6146606.bat+      batch               158360K      nid006856              0    158360K      1812K  nid006856          0      1812K        0    nid006856              0          0   00:00:00  nid006856          0   00:00:00        1        256   00:00:21  COMPLETED      0:0      2.25G             0             0             0                     4.77K            0       nid006856               0              0        0.00M        nid006856                0          0.00M            cpu=256,g+ cpu=00:00:00,+ cpu=00:00:00,+ cpu=nid006856,ene+ cpu=0,fs/disk=0,f+ cpu=00:00:00,+ cpu=nid006856,ene+ cpu=0,fs/disk=0,f+ cpu=00:00:00,+ energy=239,fs/+ energy=nid006856,f+ fs/disk=0,fs/lustr+ energy=78,fs/d+ energy=78,fs/d+ 
6146606.ext+ 6146606.ext+     extern                 7508K      nid006856              0      7508K       704K  nid006856          0       704K        0    nid006856              0          0   00:00:00  nid006856          0   00:00:00        1        256   00:00:22  COMPLETED      0:0      2.25G             0             0             0                     5.23K        0.00M       nid006856               0          0.00M        0.00M        nid006856                0          0.00M            billing=2+ cpu=00:00:00,+ cpu=00:00:00,+ cpu=nid006856,ene+ cpu=0,fs/disk=0,f+ cpu=00:00:00,+ cpu=nid006856,ene+ cpu=0,fs/disk=0,f+ cpu=00:00:00,+ energy=234,fs/+ energy=nid006856,f+ fs/disk=0,fs/lustr+ energy=78,fs/d+ energy=78,fs/d+ 
6146606.0    6146606.0    perfwrapp+               284172K      nid006856             54    284172K      2544K  nid006856         54    2602816        3    nid006856             10          0   00:00:00  nid006856         54   00:00:00       64        256   00:00:06  COMPLETED      0:0       128G       Unknown            2G       Unknown                       780        2.97M       nid006856               0          2.92M        0.01M        nid006856                0          0.00M            cpu=256,m+ cpu=00:00:00,+ cpu=00:00:00,+ cpu=nid006856,ene+ cpu=9,fs/disk=0,f+ cpu=00:00:00,+ cpu=nid006856,ene+ cpu=54,fs/disk=54+ cpu=00:00:00,+ energy=322,fs/+ energy=nid006856,f+ fs/disk=0,fs/lustr+ energy=3,fs/di+ energy=219,fs/+ 
6146606.1    6146606.1    perfwrapp+               284172K      nid006856             51    284172K     27304K  nid006856          1    3015616       82    nid006856              1          3   00:00:00  nid006856         51   00:00:00       64        256   00:00:03  COMPLETED      0:0       128G       Unknown            2G       Unknown                       654        2.97M       nid006856               0          2.83M        0.01M        nid006856                0          0.00M            cpu=256,m+ cpu=00:00:00,+ cpu=00:00:00,+ cpu=nid006856,ene+ cpu=1,fs/disk=0,f+ cpu=00:00:00,+ cpu=nid006856,ene+ cpu=51,fs/disk=51+ cpu=00:00:02,+ energy=313,fs/+ energy=nid006856,f+ fs/disk=0,fs/lustr+ energy=3,fs/di+ energy=232,fs/+ 
6146606.2    6146606.2    perfwrapp+               284172K      nid006856              7    284172K      2540K  nid006856         36    2598656        1    nid006856              4          0   00:00:00  nid006856          7   00:00:00       64        256   00:00:02     FAILED      1:0       128G       Unknown            2G       Unknown                       246        0.08M       nid006856              10          0.06M        0.00M        nid006856                0          0.00M            cpu=256,m+ cpu=00:00:00,+ cpu=00:00:00,+ cpu=nid006856,ene+ cpu=16,fs/disk=10+ cpu=00:00:00,+ cpu=nid006856,ene+ cpu=7,fs/disk=7,f+ cpu=00:00:00,+ energy=244,fs/+ energy=nid006856,f+ fs/disk=0,fs/lustr+ energy=3,fs/di+ energy=219,fs/+ 
6146606.3    6146606.3    perfwrapp+               284172K      nid006856             63    284172K     28632K  nid006856         32   19632576      139    nid006856             29         65   00:00:00  nid006856         63   00:00:00       64        256   00:00:03  COMPLETED      0:0       128G       Unknown            2G       Unknown                       583        2.97M       nid006856               0          2.92M        0.01M        nid006856                0          0.00M            cpu=256,m+ cpu=00:00:00,+ cpu=00:00:00,+ cpu=nid006856,ene+ cpu=34,fs/disk=0,+ cpu=00:00:00,+ cpu=nid006856,ene+ cpu=63,fs/disk=63+ cpu=00:00:30,+ energy=319,fs/+ energy=nid006856,f+ fs/disk=0,fs/lustr+ energy=4,fs/di+ energy=290,fs/+ 
6146606.4    6146606.4    cube-benc+               284164K      nid006856             52    284164K      4992K  nid006856         52    4046784      120    nid006856             37         81   00:00:00  nid006856         52   00:00:01       64        256   00:00:02  COMPLETED      0:0       128G       Unknown            2G       Unknown                       475        2.88M       nid006856               0          2.61M        0.01M        nid006856                0          0.00M            cpu=256,m+ cpu=00:00:01,+ cpu=00:00:01,+ cpu=nid006856,ene+ cpu=2,fs/disk=0,f+ cpu=00:00:00,+ cpu=nid006856,ene+ cpu=52,fs/disk=52+ cpu=00:01:14,+ energy=333,fs/+ energy=nid006856,f+ fs/disk=0,fs/lustr+ energy=3,fs/di+ energy=229,fs/+ 
