STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595132178 GHz,
TABLE,Group 1 Raw,CACHE,6
Event,Counter,HWThread 73
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,1467700534036
CPU_CLOCKS_UNHALTED,PMC1,1195332237686
DATA_CACHE_ACCESSES,PMC2,724798277655
DATA_CACHE_REFILLS_ALL,PMC3,4410092502
TABLE,Group 1 Metric,CACHE,9
Metric,HWThread 73,
Runtime (RDTSC) [s],514.2594,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.8144,
data cache requests,724798277655,
data cache request rate,0.4938,
data cache misses,4410092502,
data cache miss rate,0.0030,
data cache miss ratio,0.0061,
