STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595073467 GHz,
TABLE,Group 1 Raw,CPI,5
Event,Counter,HWThread 70
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,1786695509995
CPU_CLOCKS_UNHALTED,PMC1,1275989388260
RETIRED_UOPS,PMC2,1776855286025
TABLE,Group 1 Metric,CPI,6
Metric,HWThread 70,
Runtime (RDTSC) [s],541.0121,
Runtime unhalted [s],491.6968,
Clock [MHz],-,
CPI,0.7142,
CPI (based on uops),0.7181,
IPC,1.4002,
