STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595134404 GHz,
TABLE,Group 1 Raw,MEM,6
Event,Counter,HWThread 127
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,2233217085969
CPU_CLOCKS_UNHALTED,PMC1,1260773665881
DRAM_CHANNEL_0,DFC0,0
DRAM_CHANNEL_1,DFC1,0
TABLE,Group 1 Metric,MEM,6
Metric,HWThread 127,
Runtime (RDTSC) [s],517.8698,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.5646,
Memory bandwidth [MBytes/s],0,
Memory data volume [GBytes],0,
