STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595136773 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 68
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,1682232935752
CPU_CLOCKS_UNHALTED,PMC1,1205691997657
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,16059032958
TABLE,Group 1 Metric,L2,8
Metric,HWThread 68,
Runtime (RDTSC) [s],513.5526,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.7167,
L2D load bandwidth [MBytes/s],2001.3101,
L2D load data volume [GBytes],1027.7781,
L2 bandwidth [MBytes/s],2001.3101,
L2 data volume [GBytes],1027.7781,
