Cnode ID, Thread ID,CYCLES_NOT_IN_HALT,RETIRED_INSTRUCTIONS,perf::PERF_COUNT_HW_CACHE_L1D:MISS,perf::PERF_COUNT_HW_CACHE_L1D:ACCESS,execution,mpi,comp,regionName,iteration
0,0,1625598681631,3625460826841,14716555545,1942938399777,643.491,305.673,337.818,iterate,0
0,1,1608400474995,3154796980842,20266917642,1677220189153,643.489,209.707,433.782,iterate,0
0,2,1608740037920,3092441217889,17204497095,1648143268938,643.482,202.312,441.17,iterate,0
0,3,1621872448058,3624688995781,15054766209,1943246057006,643.495,307.874,335.621,iterate,0
0,4,1617763728908,3503664011884,16631781681,1871379352277,643.495,270.043,373.452,iterate,0
0,5,1592480557460,2952725483501,19342399278,1561574841289,643.49,176.08,467.41,iterate,0
0,6,1590842793848,2883821769784,19336687226,1525931904478,643.495,166.779,476.716,iterate,0
0,7,1614411678178,3507714652833,16579556259,1872187807030,643.495,263.441,380.054,iterate,0
0,8,1617509226295,3424883712172,16734802438,1830494683961,643.493,258.978,384.515,iterate,0
0,9,1590519630869,2838438358635,19614789615,1500868216522,643.494,157.911,485.584,iterate,0
0,10,1584813592826,2763148030359,19889407777,1464911208952,643.495,148.004,495.491,iterate,0
0,11,1610704025296,3390270217864,17008401421,1810700464336,643.498,249.441,394.057,iterate,0
0,12,1620434463772,3522042509416,16283008233,1885922977398,643.497,266.31,377.187,iterate,0
0,13,1597223785878,2953125244528,19265364022,1565600733052,643.497,175.722,467.775,iterate,0
0,14,1594961891207,2862281549585,19339089702,1520669872114,643.497,161.428,482.069,iterate,0
0,15,1615948216451,3496240512089,16546866719,1869529196683,643.496,260.264,383.233,iterate,0
0,16,1614313519975,3432642247868,16755924077,1833337922997,643.495,259.589,383.906,iterate,0
0,17,1591637316428,2892890216077,19626120275,1528069999481,643.485,156.358,487.127,iterate,0
0,18,1587749345717,2777123973372,19731396253,1466290505838,643.494,148.647,494.848,iterate,0
0,19,1612907342320,3459572161855,17042911585,1844459679193,643.497,253.79,389.707,iterate,0
0,20,1624509737144,3538977741378,16489676358,1894164602974,643.492,276.601,366.891,iterate,0
0,21,1599308550595,2972754399435,19244820877,1573151076711,643.487,175.889,467.597,iterate,0
0,22,1595283946149,2888012195326,19327539839,1528455236962,643.494,166.306,477.189,iterate,0
0,23,1617844751622,3463122573528,16642490692,1846761335770,643.494,265.206,378.288,iterate,0
0,24,1616856140761,3543488629184,16724384523,1892379167858,643.489,265.387,378.102,iterate,0
0,25,1591514549300,2853468121417,19665992830,1503325255838,643.494,161.617,481.877,iterate,0
0,26,1582204049440,2796785763825,19791003389,1478483481614,643.49,150.47,493.02,iterate,0
0,27,1611039497799,3422056513551,17053555427,1824148498814,643.493,257.492,386.001,iterate,0
0,28,1631537285175,3669232458629,14854021995,1964719306250,643.492,304.738,338.754,iterate,0
0,29,1611293184817,3126522960315,17474237807,1657247824978,643.485,209.253,434.232,iterate,0
0,30,1609316824789,3057621455673,17453146091,1623644655301,643.486,198.759,444.727,iterate,0
0,31,1626958300198,3632206390063,15208550031,1942390527004,643.495,297.866,345.63,iterate,0
0,32,1611316047232,3432396946778,15857173456,1831761803867,643.484,269.993,373.491,iterate,0
0,33,1590273145492,2853112797522,19047797197,1513497838343,643.481,166.753,476.728,iterate,0
0,34,1586679947453,2791627384469,19080640346,1479590017274,643.487,157.144,486.343,iterate,0
0,35,1605149069807,3361135759835,16932716365,1794944805584,643.489,259.153,384.335,iterate,0
0,36,1612391687274,3322434942742,17701164864,1766833471535,643.491,235.63,407.861,iterate,0
0,37,1586680603457,2737963642317,21464994322,1447964229177,643.495,132.667,510.828,iterate,0
0,38,1587973467919,2671715191095,21468249962,1409727667896,643.492,125.073,518.419,iterate,0
0,39,1608380818937,3311406875906,18352499560,1762139826574,643.49,226.273,417.217,iterate,0
0,40,1608848287494,3278978497272,18274909728,1746940139876,643.492,222.987,420.505,iterate,0
0,41,1580411253506,2637169190688,21688289513,1393670358247,643.5,118.18,525.32,iterate,0
0,42,1570156082126,2544768338900,21804770889,1343912287936,643.499,107.725,535.774,iterate,0
0,43,1607610555662,3155510218175,18647547152,1680172946532,643.498,214.221,429.277,iterate,0
0,44,1614361572600,3302369359729,17904601156,1761269741081,643.495,233.523,409.971,iterate,0
0,45,1592242274528,2706772711288,21423360623,1433830330298,643.497,128.834,514.663,iterate,0
0,46,1588684722011,2661582407030,21388422483,1410308422148,643.496,120.992,522.504,iterate,0
0,47,1611531121506,3216983367705,20198691616,1715203370360,643.498,218.861,424.638,iterate,0
0,48,1605677587752,3273153176919,18185650675,1742323267515,643.49,222.358,421.132,iterate,0
0,49,1577685236751,2677821256206,21733169316,1412556553053,643.491,124.807,518.684,iterate,0
0,50,1571532239296,2546069280131,21835328367,1342004427474,643.493,110.035,533.458,iterate,0
0,51,1607368264177,3185720925382,18665047800,1690491077076,643.492,213.786,429.706,iterate,0
0,52,1613675898950,3335922703431,17698739953,1776417678758,643.493,232.847,410.646,iterate,0
0,53,1590308915739,2721222860887,21378048978,1438276406944,643.495,128.943,514.551,iterate,0
0,54,1591231314132,2660198963194,21460949703,1404988444121,643.494,123.643,519.852,iterate,0
0,55,1611452335412,3264415180272,18503344507,1735278384034,643.491,226.637,416.855,iterate,0
0,56,1607797117612,3293427061934,18084578409,1749165116325,643.492,226.489,417.003,iterate,0
0,57,1579117927584,2667092041822,22006860138,1405414124537,643.495,124.158,519.337,iterate,0
0,58,1575075195181,2553791373480,21844887803,1344114547453,643.496,108.329,535.167,iterate,0
0,59,1606037479657,3232972283999,18627234885,1715978434967,643.491,218.899,424.592,iterate,0
0,60,1621244318424,3458845170299,15980390820,1843300449771,643.481,269.545,373.936,iterate,0
0,61,1598086662269,2893793905935,19366406540,1531778095190,643.486,167.196,476.29,iterate,0
0,62,1591847177039,2824635858472,19446970972,1494086329911,643.489,158.736,484.754,iterate,0
0,63,1617728730292,3418329853179,16557125948,1822656305191,643.489,255.087,388.402,iterate,0
0,64,1606469845135,3310034994799,16024423262,1771259262300,643.486,256.688,386.798,iterate,0
0,65,1586427448018,2790566201622,18992251503,1481806086031,643.487,159.208,484.279,iterate,0
0,66,1582824453878,2696006259955,19167455972,1428607611587,643.481,148.633,494.848,iterate,0
0,67,1609535654567,3368398396372,16288301807,1799981043182,643.484,252.026,391.458,iterate,0
0,68,1604748990243,3266215860524,17821727414,1742892485283,643.494,223.143,420.351,iterate,0
0,69,1586759006777,2672678075708,21398878997,1413917989206,643.493,124.564,518.929,iterate,0
0,70,1577854594958,2617476088766,21308803842,1382205624347,643.5,120.278,523.222,iterate,0
0,71,1597811090687,3275351614562,18156995373,1748727039193,643.496,211.308,432.188,iterate,0
0,72,1599813858221,3218992425123,18375071572,1718277788542,643.492,216.269,427.224,iterate,0
0,73,1570902125822,2567960614494,21758720427,1356807104790,643.497,111.802,531.695,iterate,0
0,74,1557058840063,2451405086517,21874195333,1292248666078,643.5,99.9597,543.541,iterate,0
0,75,1600580340570,3139888064243,19942245272,1673978352348,643.501,204.246,439.255,iterate,0
0,76,1607067910846,3153581062603,17828256036,1684531858433,643.493,219.909,423.585,iterate,0
0,77,1588339814897,2633265775028,27071412313,1395090352960,643.502,121.358,522.144,iterate,0
