STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595083014 GHz,
TABLE,Group 1 Raw,CACHE,6
Event,Counter,HWThread 46
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,1817552969904
CPU_CLOCKS_UNHALTED,PMC1,1338151124459
DATA_CACHE_ACCESSES,PMC2,903674013972
DATA_CACHE_REFILLS_ALL,PMC3,5247004954
TABLE,Group 1 Metric,CACHE,9
Metric,HWThread 46,
Runtime (RDTSC) [s],569.7207,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.7362,
data cache requests,903674013972,
data cache request rate,0.4972,
data cache misses,5247004954,
data cache miss rate,0.0029,
data cache miss ratio,0.0058,
