STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595150152 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 41
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,1869478883199
CPU_CLOCKS_UNHALTED,PMC1,1378345377379
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,22689412862
TABLE,Group 1 Metric,L2,8
Metric,HWThread 41,
Runtime (RDTSC) [s],594.2642,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.7373,
L2D load bandwidth [MBytes/s],2443.5638,
L2D load data volume [GBytes],1452.1224,
L2 bandwidth [MBytes/s],2443.5638,
L2 data volume [GBytes],1452.1224,
