STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595143909 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 95
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,2935528006392
CPU_CLOCKS_UNHALTED,PMC1,1432751269795
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,16333576838
TABLE,Group 1 Metric,L2,8
Metric,HWThread 95,
Runtime (RDTSC) [s],594.0086,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4881,
L2D load bandwidth [MBytes/s],1759.8213,
L2D load data volume [GBytes],1045.3489,
L2 bandwidth [MBytes/s],1759.8213,
L2 data volume [GBytes],1045.3489,
