STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595149278 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 52
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,3180306843148
CPU_CLOCKS_UNHALTED,PMC1,1433029268602
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,15352854239
TABLE,Group 1 Metric,L2,8
Metric,HWThread 52,
Runtime (RDTSC) [s],594.1360,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4506,
L2D load bandwidth [MBytes/s],1653.8009,
L2D load data volume [GBytes],982.5827,
L2 bandwidth [MBytes/s],1653.8009,
L2 data volume [GBytes],982.5827,
