STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595070692 GHz,
TABLE,Group 1 Raw,CACHE,6
Event,Counter,HWThread 73
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,2555510677239
CPU_CLOCKS_UNHALTED,PMC1,1371636385746
DATA_CACHE_ACCESSES,PMC2,1297326808894
DATA_CACHE_REFILLS_ALL,PMC3,4552000782
TABLE,Group 1 Metric,CACHE,9
Metric,HWThread 73,
Runtime (RDTSC) [s],570.0421,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.5367,
data cache requests,1297326808894,
data cache request rate,0.5077,
data cache misses,4552000782,
data cache miss rate,0.0018,
data cache miss ratio,0.0035,
