STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595125237 GHz,
TABLE,Group 1 Raw,CACHE,6
Event,Counter,HWThread 30
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,2494296590897
CPU_CLOCKS_UNHALTED,PMC1,1367652246518
DATA_CACHE_ACCESSES,PMC2,1261393893575
DATA_CACHE_REFILLS_ALL,PMC3,5218876646
TABLE,Group 1 Metric,CACHE,9
Metric,HWThread 30,
Runtime (RDTSC) [s],575.7644,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.5483,
data cache requests,1261393893575,
data cache request rate,0.5057,
data cache misses,5218876646,
data cache miss rate,0.0021,
data cache miss ratio,0.0041,
