STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595123261 GHz,
TABLE,Group 1 Raw,CACHE,6
Event,Counter,HWThread 126
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,3038930893597
CPU_CLOCKS_UNHALTED,PMC1,1395051512262
DATA_CACHE_ACCESSES,PMC2,1558195082649
DATA_CACHE_REFILLS_ALL,PMC3,4256309783
TABLE,Group 1 Metric,CACHE,9
Metric,HWThread 126,
Runtime (RDTSC) [s],575.5390,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4591,
data cache requests,1558195082649,
data cache request rate,0.5127,
data cache misses,4256309783,
data cache miss rate,0.0014,
data cache miss ratio,0.0027,
