STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595122494 GHz,
TABLE,Group 1 Raw,CACHE,6
Event,Counter,HWThread 1
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,3260594140426
CPU_CLOCKS_UNHALTED,PMC1,1399277837999
DATA_CACHE_ACCESSES,PMC2,1665909096417
DATA_CACHE_REFILLS_ALL,PMC3,4174531885
TABLE,Group 1 Metric,CACHE,9
Metric,HWThread 1,
Runtime (RDTSC) [s],577.7917,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4291,
data cache requests,1665909096417,
data cache request rate,0.5109,
data cache misses,4174531885,
data cache miss rate,0.0013,
data cache miss ratio,0.0025,
