STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595034516 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 122
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,7976761511
CPU_CLOCKS_UNHALTED,PMC1,3276640764
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,106530758
TABLE,Group 1 Metric,L2,8
Metric,HWThread 122,
Runtime (RDTSC) [s],21.1712,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4108,
L2D load bandwidth [MBytes/s],322.0395,
L2D load data volume [GBytes],6.8180,
L2 bandwidth [MBytes/s],322.0395,
L2 data volume [GBytes],6.8180,
