STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595133644 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 112
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,8617500231
CPU_CLOCKS_UNHALTED,PMC1,3433055089
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,81301493
TABLE,Group 1 Metric,L2,8
Metric,HWThread 112,
Runtime (RDTSC) [s],22.7165,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.3984,
L2D load bandwidth [MBytes/s],229.0535,
L2D load data volume [GBytes],5.2033,
L2 bandwidth [MBytes/s],229.0535,
L2 data volume [GBytes],5.2033,
