STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595075569 GHz,
TABLE,Group 1 Raw,CPI,5
Event,Counter,HWThread 101
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,5925091700
CPU_CLOCKS_UNHALTED,PMC1,3163698293
RETIRED_UOPS,PMC2,5941768580
TABLE,Group 1 Metric,CPI,6
Metric,HWThread 101,
Runtime (RDTSC) [s],21.9894,
Runtime unhalted [s],1.2191,
Clock [MHz],-,
CPI,0.5339,
CPI (based on uops),0.5325,
IPC,1.8728,
