    JOB-STEP USER       APPLICATION      POLICY NODES AVG/DEF/IMC(GHz) TIME(s)    POWER(W) GBS     CPI   ENERGY(J)    GFLOPS/W IO(MBs) MPI%  G-POW (T/U)     G-FREQ  G-UTIL(G/MEM)
[0m[0m[0m5605085-sb   jvandijk   experiment-ear.j NP     1     2.57/2.60/---    593.00     526.02   ---     ---   311931       ---      ---     ---   ---             ---     ---          
[0m[0m5605085-0    jvandijk   experiment-ear.j MO     1     2.57/2.60/1.47   562.04     545.07   139.61  0.57  306354       1.6433   1.3     35.3  0.00/---        ---     ---          

