STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595091801 GHz,
TABLE,Group 1 Raw,CPI,5
Event,Counter,HWThread 30
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,5367249740
CPU_CLOCKS_UNHALTED,PMC1,2287967095
RETIRED_UOPS,PMC2,5413018368
TABLE,Group 1 Metric,CPI,6
Metric,HWThread 30,
Runtime (RDTSC) [s],20.9723,
Runtime unhalted [s],0.8817,
Clock [MHz],-,
CPI,0.4263,
CPI (based on uops),0.4227,
IPC,2.3459,
