STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595138415 GHz,
TABLE,Group 1 Raw,CACHE,6
Event,Counter,HWThread 63
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,5411316446
CPU_CLOCKS_UNHALTED,PMC1,2285663729
DATA_CACHE_ACCESSES,PMC2,2605361510
DATA_CACHE_REFILLS_ALL,PMC3,7174606
TABLE,Group 1 Metric,CACHE,9
Metric,HWThread 63,
Runtime (RDTSC) [s],21.4295,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4224,
data cache requests,2605361510,
data cache request rate,0.4815,
data cache misses,7174606,
data cache miss rate,0.0013,
data cache miss ratio,0.0028,
