STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595137949 GHz,
TABLE,Group 1 Raw,CACHE,6
Event,Counter,HWThread 49
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,5593618389
CPU_CLOCKS_UNHALTED,PMC1,2385649355
DATA_CACHE_ACCESSES,PMC2,2708588222
DATA_CACHE_REFILLS_ALL,PMC3,8799797
TABLE,Group 1 Metric,CACHE,9
Metric,HWThread 49,
Runtime (RDTSC) [s],23.2025,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4265,
data cache requests,2708588222,
data cache request rate,0.4842,
data cache misses,8799797,
data cache miss rate,0.0016,
data cache miss ratio,0.0032,
