STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.594983322 GHz,
TABLE,Group 1 Raw,CPI,5
Event,Counter,HWThread 116
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,5272300135
CPU_CLOCKS_UNHALTED,PMC1,2287853430
RETIRED_UOPS,PMC2,5303103733
TABLE,Group 1 Metric,CPI,6
Metric,HWThread 116,
Runtime (RDTSC) [s],21.0563,
Runtime unhalted [s],0.8816,
Clock [MHz],-,
CPI,0.4339,
CPI (based on uops),0.4314,
IPC,2.3045,
