STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595142359 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 28
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,6143272345
CPU_CLOCKS_UNHALTED,PMC1,2877667155
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,69691697
TABLE,Group 1 Metric,L2,8
Metric,HWThread 28,
Runtime (RDTSC) [s],20.7788,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4684,
L2D load bandwidth [MBytes/s],214.6546,
L2D load data volume [GBytes],4.4603,
L2 bandwidth [MBytes/s],214.6546,
L2 data volume [GBytes],4.4603,
