STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595142141 GHz,
TABLE,Group 1 Raw,CACHE,6
Event,Counter,HWThread 74
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,5394413887
CPU_CLOCKS_UNHALTED,PMC1,2748917832
DATA_CACHE_ACCESSES,PMC2,2589050547
DATA_CACHE_REFILLS_ALL,PMC3,10959869
TABLE,Group 1 Metric,CACHE,9
Metric,HWThread 74,
Runtime (RDTSC) [s],22.0282,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.5096,
data cache requests,2589050547,
data cache request rate,0.4800,
data cache misses,10959869,
data cache miss rate,0.0020,
data cache miss ratio,0.0042,
