STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595117015 GHz,
TABLE,Group 1 Raw,CACHE,6
Event,Counter,HWThread 64
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,6010038005
CPU_CLOCKS_UNHALTED,PMC1,2687717537
DATA_CACHE_ACCESSES,PMC2,2912482186
DATA_CACHE_REFILLS_ALL,PMC3,10868472
TABLE,Group 1 Metric,CACHE,9
Metric,HWThread 64,
Runtime (RDTSC) [s],12.9659,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4472,
data cache requests,2912482186,
data cache request rate,0.4846,
data cache misses,10868472,
data cache miss rate,0.0018,
data cache miss ratio,0.0037,
