STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595120999 GHz,
TABLE,Group 1 Raw,CACHE,6
Event,Counter,HWThread 82
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,4832817734
CPU_CLOCKS_UNHALTED,PMC1,2517201235
DATA_CACHE_ACCESSES,PMC2,2258387596
DATA_CACHE_REFILLS_ALL,PMC3,13639461
TABLE,Group 1 Metric,CACHE,9
Metric,HWThread 82,
Runtime (RDTSC) [s],12.6307,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.5209,
data cache requests,2258387596,
data cache request rate,0.4673,
data cache misses,13639461,
data cache miss rate,0.0028,
data cache miss ratio,0.0060,
