STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595098837 GHz,
TABLE,Group 1 Raw,CACHE,6
Event,Counter,HWThread 39
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,5220603009
CPU_CLOCKS_UNHALTED,PMC1,2569680307
DATA_CACHE_ACCESSES,PMC2,2486979748
DATA_CACHE_REFILLS_ALL,PMC3,11575511
TABLE,Group 1 Metric,CACHE,9
Metric,HWThread 39,
Runtime (RDTSC) [s],12.6209,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4922,
data cache requests,2486979748,
data cache request rate,0.4764,
data cache misses,11575511,
data cache miss rate,0.0022,
data cache miss ratio,0.0047,
