    JOB-STEP USER       APPLICATION      POLICY NODES AVG/DEF/IMC(GHz) TIME(s)    POWER(W) GBS     CPI   ENERGY(J)    GFLOPS/W IO(MBs) MPI%  G-POW (T/U)     G-FREQ  G-UTIL(G/MEM)
[0m[0m[0m5605081-sb   jvandijk   experiment-ear.j NP     1     2.57/2.60/---    581.00     525.21   ---     ---   305149       ---      ---     ---   ---             ---     ---          
[0m[0m5605081-0    jvandijk   experiment-ear.j MO     1     2.57/2.60/1.47   545.92     544.08   144.67  0.58  297025       1.6919   1.3     33.1  0.00/---        ---     ---          

