JOBID;STEPID;NODENAME;AVG_CPUFREQ_KHZ;AVG_IMCFREQ_KHZ;DEF_FREQ_KHZ;ITER_TIME_SEC;CPI;TPI;MEM_GBS;IO_MBS;PERC_MPI;DC_NODE_POWER_W;DRAM_POWER_W;PCK_POWER_W;CYCLES;INSTRUCTIONS;GFLOPS;L1_MISSES;L2_MISSES;L3_MISSES;SPOPS_SINGLE;SPOPS_128;SPOPS_256;SPOPS_512;DPOPS_SINGLE;DPOPS_128;DPOPS_256;DPOPS_512;GPU0_POWER_W;GPU0_FREQ_KHZ;GPU0_MEM_FREQ_KHZ;GPU0_UTIL_PERC;GPU0_MEM_UTIL_PERC;GPU1_POWER_W;GPU1_FREQ_KHZ;GPU1_MEM_FREQ_KHZ;GPU1_UTIL_PERC;GPU1_MEM_UTIL_PERC;GPU2_POWER_W;GPU2_FREQ_KHZ;GPU2_MEM_FREQ_KHZ;GPU2_UTIL_PERC;GPU2_MEM_UTIL_PERC;GPU3_POWER_W;GPU3_FREQ_KHZ;GPU3_MEM_FREQ_KHZ;GPU3_UTIL_PERC;GPU3_MEM_UTIL_PERC;LOOPID;LOOP_NEST_LEVEL;LOOP_SIZE;TIMESTAMP;ELAPSED;DATE
5775996;0;tcn703;2383500;1800000;2400000;0.004555;0.281800;89.839936;404.399597;2.750036;19.031278;730.684707;0.000000;566.178007;21950664201948;77894577570601;96.896865;60235260524;28496741686;0;0;0;9563327211792;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712163011;99;03-04-2024 18:50:11
5775996;0;tcn703;2383250;1800000;2400000;0.004651;0.525524;64.414168;293.553893;0.002271;20.940974;713.351333;0.000000;564.795454;2155966442822;4102510419856;172.514591;37861761299;26100644485;0;0;0;18694455363720;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712163021;108;03-04-2024 18:50:21
5775996;0;tcn703;2393500;1800000;2400000;0.004600;0.534616;94.593102;429.065440;0.002294;19.705647;800.544672;0.000000;563.823697;2134535788706;3992648560312;236.133765;37849303625;26172693865;0;0;0;27849655348416;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712163030;118;03-04-2024 18:50:30
5775996;0;tcn703;2376250;1800000;2400000;0.004598;0.536239;58.543361;263.783114;0.002303;19.607191;722.750656;0.000000;563.351027;2130346886436;3972757374814;289.960975;37677796611;25979747278;0;0;0;36968351613664;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712163040;127;03-04-2024 18:50:40
5775996;0;tcn703;2393500;1800000;2400000;0.004602;0.532621;66.361221;305.981204;0.002302;19.926155;715.179661;0.000000;560.144157;2135634422478;4009670445805;336.398930;37757749243;26095156932;0;0;0;46109385371064;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712163049;137;03-04-2024 18:50:49
5775996;0;tcn703;2387000;1800000;2400000;0.004618;0.530955;64.337228;291.200788;0.002294;20.209616;721.999383;0.000000;568.303747;2145100129455;4040078226142;376.779691;37909960917;26200112821;0;0;0;55266714568064;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712163059;147;03-04-2024 18:50:59
5775996;0;tcn703;2379500;1800000;2400000;0.004671;0.526834;69.971909;323.602422;0.001136;20.872285;751.720839;0.000000;564.737977;4331554855348;8221858528912;442.603064;75606917883;52183365437;0;0;0;73516308809352;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712163078;166;03-04-2024 18:51:18
5775996;0;tcn703;2390500;1800000;2400000;0.004600;0.532707;73.041234;336.424130;0.001152;19.946976;762.307483;0.000000;566.224457;4271641116689;8018743187456;495.404266;75495182708;52059607266;0;0;0;91773367497848;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712163097;185;03-04-2024 18:51:37
5775996;0;tcn703;2380250;1800000;2400000;0.004572;0.539289;69.335732;315.793463;0.001159;19.139358;725.928041;0.000000;563.565882;4244199306483;7869989772331;538.733224;75477451557;52135319618;0;0;0;110048017087224;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712163117;204;03-04-2024 18:51:57
5775996;0;tcn703;2376250;1800000;2400000;0.004721;0.512191;80.087679;372.043760;0.001105;21.647378;736.684948;0.000000;571.160859;4452727656519;8693492487592;572.448924;75849266857;52304193915;0;0;0;128358220079160;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712163136;224;03-04-2024 18:52:16
