JOBID;STEPID;NODENAME;AVG_CPUFREQ_KHZ;AVG_IMCFREQ_KHZ;DEF_FREQ_KHZ;ITER_TIME_SEC;CPI;TPI;MEM_GBS;IO_MBS;PERC_MPI;DC_NODE_POWER_W;DRAM_POWER_W;PCK_POWER_W;CYCLES;INSTRUCTIONS;GFLOPS;L1_MISSES;L2_MISSES;L3_MISSES;SPOPS_SINGLE;SPOPS_128;SPOPS_256;SPOPS_512;DPOPS_SINGLE;DPOPS_128;DPOPS_256;DPOPS_512;GPU0_POWER_W;GPU0_FREQ_KHZ;GPU0_MEM_FREQ_KHZ;GPU0_UTIL_PERC;GPU0_MEM_UTIL_PERC;GPU1_POWER_W;GPU1_FREQ_KHZ;GPU1_MEM_FREQ_KHZ;GPU1_UTIL_PERC;GPU1_MEM_UTIL_PERC;GPU2_POWER_W;GPU2_FREQ_KHZ;GPU2_MEM_FREQ_KHZ;GPU2_UTIL_PERC;GPU2_MEM_UTIL_PERC;GPU3_POWER_W;GPU3_FREQ_KHZ;GPU3_MEM_FREQ_KHZ;GPU3_UTIL_PERC;GPU3_MEM_UTIL_PERC;LOOPID;LOOP_NEST_LEVEL;LOOP_SIZE;TIMESTAMP;ELAPSED;DATE
5776036;0;tcn545;2382125;1800000;2400000;0.003150;0.270812;98.754899;439.529833;6.391686;29.148267;746.927644;0.000000;533.024503;37833568237254;139704184488217;335.202312;133055108095;90709036452;0;0;0;28614183891408;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712162993;85;03-04-2024 18:49:53
5776036;0;tcn545;2376750;1800000;2400000;0.003246;0.455175;87.761225;387.108139;0.002568;31.486631;782.597842;0.000000;534.093455;7581710440241;16656680267330;559.453739;126690240252;89498939974;0;0;0;57323232245240;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712163010;102;03-04-2024 18:50:10
5776036;0;tcn545;2377625;1800000;2400000;0.003183;0.467297;101.705377;444.051040;0.002637;29.609894;749.636315;0.000000;532.086052;7423750410365;15886580902602;722.238564;126473343958;89353752987;0;0;0;86088128840536;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712163027;119;03-04-2024 18:50:27
5776036;0;tcn545;2377375;1800000;2400000;0.003297;0.454601;101.708681;439.383925;0.002555;32.450986;767.734239;0.000000;533.447185;7680365251960;16894738486399;841.334367;126432224388;89368913492;0;0;0;114855998596352;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712163044;136;03-04-2024 18:50:44
5776036;0;tcn545;2385625;1800000;2400000;0.003180;0.463372;99.782531;450.062262;0.001323;30.109432;754.416674;0.000000;533.582220;14868651584515;32087958282209;1013.122312;251998744216;178238602627;0;0;0;172197569565936;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712163077;170;03-04-2024 18:51:17
5776036;0;tcn545;2380500;1800000;2400000;0.003190;0.463521;101.936996;461.107017;0.001319;30.164187;749.980566;0.000000;533.527373;14920719877984;32189987094212;1127.854793;252142306835;178072981187;0;0;0;229560087173584;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712163111;203;03-04-2024 18:51:51
5776036;0;tcn545;2381250;1800000;2400000;0.003246;0.456815;101.644604;468.646592;0.001296;31.526475;760.745976;0.000000;534.197615;15176896175246;33223268830999;1207.046901;252346046144;178331723168;0;0;0;286899687584896;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712163145;237;03-04-2024 18:52:25
5776036;0;tcn545;2377375;1800000;2400000;0.003189;0.461747;103.679544;471.058844;0.001318;30.346775;773.863500;0.000000;534.211264;14927041394228;32327319052901;1268.900844;251825357984;178047824571;0;0;0;344211943647032;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712163179;271;03-04-2024 18:52:59
5776036;0;tcn545;2381250;1800000;2400000;0.003194;0.462222;108.049314;492.519335;0.001312;30.240815;751.980978;0.000000;535.446651;14994636110938;32440339814762;1317.002444;252397400167;178373407681;0;0;0;401681088311760;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712163212;305;03-04-2024 18:53:32
5776036;0;tcn545;2379750;1800000;2400000;0.003189;0.466850;105.312812;470.323336;0.001327;29.868121;776.959015;0.000000;531.976595;14803269013821;31708843581192;1356.940886;252596082271;178464018014;0;0;0;459142010073440;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712163246;338;03-04-2024 18:54:06
