    JOB-STEP USER       APPLICATION      POLICY NODES AVG/DEF/IMC(GHz) TIME(s)    POWER(W) GBS     CPI   ENERGY(J)    GFLOPS/W IO(MBs) MPI%  G-POW (T/U)     G-FREQ  G-UTIL(G/MEM)
[0m[0m[0m5809732-sb   jvandijk   experiment-ear.j MO     1     2.36/2.40/---    1270.00    104.85   ---     ---   133159       ---      ---     ---   ---             ---     ---          
[0m[0m5809732-0    jvandijk   experiment-ear.j MO     1     2.38/2.40/1.80   1259.86    549.30   219.42  0.59  692043       0.6158   0.1     13.5  0.00/---        ---     ---          

