JOBID;STEPID;NODENAME;AVG_CPUFREQ_KHZ;AVG_IMCFREQ_KHZ;DEF_FREQ_KHZ;ITER_TIME_SEC;CPI;TPI;MEM_GBS;IO_MBS;PERC_MPI;DC_NODE_POWER_W;DRAM_POWER_W;PCK_POWER_W;CYCLES;INSTRUCTIONS;GFLOPS;L1_MISSES;L2_MISSES;L3_MISSES;SPOPS_SINGLE;SPOPS_128;SPOPS_256;SPOPS_512;DPOPS_SINGLE;DPOPS_128;DPOPS_256;DPOPS_512;GPU0_POWER_W;GPU0_FREQ_KHZ;GPU0_MEM_FREQ_KHZ;GPU0_UTIL_PERC;GPU0_MEM_UTIL_PERC;GPU1_POWER_W;GPU1_FREQ_KHZ;GPU1_MEM_FREQ_KHZ;GPU1_UTIL_PERC;GPU1_MEM_UTIL_PERC;GPU2_POWER_W;GPU2_FREQ_KHZ;GPU2_MEM_FREQ_KHZ;GPU2_UTIL_PERC;GPU2_MEM_UTIL_PERC;GPU3_POWER_W;GPU3_FREQ_KHZ;GPU3_MEM_FREQ_KHZ;GPU3_UTIL_PERC;GPU3_MEM_UTIL_PERC;LOOPID;LOOP_NEST_LEVEL;LOOP_SIZE;TIMESTAMP;ELAPSED;DATE
5809732;0;tcn1191;2376000;1800000;2400000;1.105144;0.574248;55.217781;225.021046;3.256412;14.753976;517.078271;0.000000;409.558799;1968879883712;3428625043785;325.187366;34763909241;23647295315;0;0;0;8833266537912;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712524493;28;07-04-2024 23:14:53
5809732;0;tcn1191;2376000;1800000;2400000;1.318453;0.593401;59.122129;234.093260;0.000556;13.145619;564.031696;0.000000;410.462456;963819142052;1624230044308;329.747576;17237780090;11716913238;0;0;0;13229186400976;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712524506;42;07-04-2024 23:15:06
5809732;0;tcn1191;2376000;1800000;2400000;1.205848;0.593779;50.467203;201.143581;0.000300;13.284154;566.954518;0.000000;409.155831;1788069123455;3011337717990;333.177175;31943964956;21650816262;0;0;0;21369754102480;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712524529;65;07-04-2024 23:15:29
5809732;0;tcn1191;2376000;1800000;2400000;1.152796;0.590558;56.737901;225.978683;0.000313;13.603661;544.947289;0.000000;409.931991;1717647107752;2908514976305;334.543983;30598600820;20786560375;0;0;0;29179645023376;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712524553;89;07-04-2024 23:15:53
5809732;0;tcn1191;2376000;1800000;2400000;1.205148;0.593757;56.050903;223.270872;0.000297;13.231971;546.507981;0.000000;409.263255;1813466388346;3054224661258;335.430604;32358307206;21991502439;0;0;0;37430524704440;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712524577;113;07-04-2024 23:16:17
5809732;0;tcn1191;2376000;1800000;2400000;1.202548;0.593602;48.530875;193.925515;0.000300;13.355704;547.040164;0.000000;409.596161;1793363665432;3021153790061;336.049786;32005823652;21741508230;0;0;0;45594030325128;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712524602;137;07-04-2024 23:16:42
5809732;0;tcn1191;2376000;1800000;2400000;1.209198;0.594628;51.595685;205.752000;0.000301;13.142456;546.264459;0.000000;408.229915;1790944851894;3011871922423;336.481359;31969962467;21700693088;0;0;0;53750626217560;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712524626;161;07-04-2024 23:17:06
5809732;0;tcn1191;2376000;1800000;2400000;1.205648;0.591479;59.801627;239.669108;0.000300;13.557461;569.714769;0.000000;410.242967;1791673617781;3029140144797;336.748026;31948091135;21721757337;0;0;0;61898857798176;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712524650;185;07-04-2024 23:17:30
5809732;0;tcn1191;2376000;1800000;2400000;1.202348;0.590992;55.832115;223.541342;0.000300;13.508164;548.414020;0.000000;408.584923;1791354912805;3031100383983;336.958918;31959712922;21706916683;0;0;0;70043783722152;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712524674;209;07-04-2024 23:17:54
5809732;0;tcn1191;2376000;1800000;2400000;1.211198;0.591991;48.195186;192.004088;0.000300;13.414435;541.193334;0.000000;410.387181;1793833013095;3030171422972;337.123491;31947704679;21707313142;0;0;0;78202032427112;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712524698;233;07-04-2024 23:18:18
5809732;0;tcn1191;2376000;1800000;2400000;1.205098;0.592993;54.518006;217.627075;0.000299;13.421603;568.198947;0.000000;408.562879;1798642557679;3033158073313;337.265575;32094618751;21810418962;0;0;0;86387480668072;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712524722;258;07-04-2024 23:18:42
5809732;0;tcn1191;2376000;1800000;2400000;1.203498;0.589044;43.918277;175.734374;0.000302;13.642772;548.727406;0.000000;407.873481;1779543861656;3021069490132;337.375229;31720214986;21535642611;0;0;0;94478502661832;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712524745;281;07-04-2024 23:19:05
5809732;0;tcn1191;2376000;1800000;2400000;1.150746;0.594809;63.093747;250.686647;0.000309;13.174222;545.484676;0.000000;409.346836;1740770154285;2926601655258;337.529664;31085145397;21079323127;0;0;0;102417334466928;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712524769;305;07-04-2024 23:19:29
5809732;0;tcn1191;2376000;1800000;2400000;1.208149;0.589789;48.928770;195.606140;0.000300;13.649381;544.377571;0.000000;408.083319;1795383414701;3044113699914;337.560934;31961824007;21732964128;0;0;0;110566221138856;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712524793;329;07-04-2024 23:19:53
5809732;0;tcn1191;2376000;1800000;2400000;1.207449;0.595764;51.686971;205.693363;0.000302;13.156771;544.244474;0.000000;408.247628;1784303645308;2994982007804;337.681430;31915155195;21668767981;0;0;0;118703489895336;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712524816;352;07-04-2024 23:20:16
5809732;0;tcn1191;2376000;1800000;2400000;1.149447;0.590984;58.992152;234.569744;0.000314;13.417568;569.962462;0.000000;408.206551;1716741131688;2904886390415;337.741159;30699182959;20840277117;0;0;0;126511431597040;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712524841;376;07-04-2024 23:20:41
5809732;0;tcn1191;2376000;1800000;2400000;1.208599;0.591172;55.794251;224.053631;0.000301;13.600805;545.557204;0.000000;409.238338;1785218134624;3019796564424;337.769962;31855245283;21651562340;0;0;0;134627506153192;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712524864;399;07-04-2024 23:21:04
5809732;0;tcn1191;2376000;1800000;2400000;1.153447;0.588834;52.483917;209.479500;0.000312;13.660438;544.024539;0.000000;408.994442;1724570705540;2928791467023;337.791530;30696039604;20835971073;0;0;0;142470375016520;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712524888;423;07-04-2024 23:21:28
5809732;0;tcn1191;2376000;1800000;2400000;1.204999;0.590403;62.584921;250.283487;0.000299;13.566452;546.828624;0.000000;410.103204;1799207373441;3047420027048;337.843793;32116152303;21845224072;0;0;0;150663732933456;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712524912;447;07-04-2024 23:21:52
5809732;0;tcn1191;2376000;1800000;2400000;1.200799;0.594800;57.287495;227.836282;0.000302;13.242246;567.638345;0.000000;407.921554;1779808405036;2992282435723;337.906302;31821267631;21644960402;0;0;0;158780412324416;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712524936;471;07-04-2024 23:22:16
5809732;0;tcn1191;2376000;1800000;2400000;1.212749;0.590212;51.646898;205.954713;0.000296;13.492046;540.788213;0.000000;408.225204;1814384865779;3074121995263;337.929198;32344795815;21997856525;0;0;0;167035081031848;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712524960;496;07-04-2024 23:22:40
5809732;0;tcn1191;2376000;1800000;2400000;1.205099;0.590559;56.668307;226.755957;0.000301;13.522961;541.806176;0.000000;407.135153;1790237503562;3031426612975;337.955875;31949226614;21677408076;0;0;0;175181911397032;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712524984;520;07-04-2024 23:23:04
5809732;0;tcn1191;2376000;1800000;2400000;1.203449;0.590286;63.659689;254.458589;0.000300;13.578995;544.530874;0.000000;408.987856;1791598690662;3035137507222;337.975891;31929025083;21695471342;0;0;0;183332702238376;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712525008;544;07-04-2024 23:23:28
5809732;0;tcn1191;2376000;1800000;2400000;1.210899;0.591877;52.349239;207.798983;0.000299;13.448130;560.507065;0.000000;406.341089;1802114138915;3044744461922;338.004711;32213425336;21876408838;0;0;0;191539541545792;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712525031;567;07-04-2024 23:23:51
5809732;0;tcn1191;2376000;1800000;2400000;1.146996;0.594188;50.545561;201.051613;0.000318;13.231553;546.867841;0.000000;408.912673;1694407675708;2851633310086;338.044459;30212666468;20519331783;0;0;0;199261553696088;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712525056;591;07-04-2024 23:24:16
5809732;0;tcn1191;2376000;1800000;2400000;1.212649;0.588959;50.297772;201.871844;0.000299;13.728544;539.599168;0.000000;407.310728;1800493206922;3057076291120;338.043305;32061729948;21766426713;0;0;0;207442078714560;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712525080;615;07-04-2024 23:24:40
5809732;0;tcn1191;2376000;1800000;2400000;1.201649;0.593287;61.025862;243.345177;0.000301;13.306788;567.509872;0.000000;408.608417;1792660255435;3021572230746;338.075927;32042064550;21738634153;0;0;0;215609579839968;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712525104;639;07-04-2024 23:25:04
5809732;0;tcn1191;2376000;1800000;2400000;1.205749;0.591550;57.349958;229.439210;0.000301;13.450877;543.718951;0.000000;407.215800;1789660778708;3025376436140;338.087032;31830598902;21628399070;0;0;0;223750888982632;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712525128;663;07-04-2024 23:25:28
5809732;0;tcn1191;2376000;1800000;2400000;1.207749;0.592752;51.237191;204.578347;0.000301;13.351943;541.396891;0.000000;408.586743;1790799974851;3021164474225;338.132157;32046168839;21766528140;0;0;0;231919646964672;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712525152;687;07-04-2024 23:25:52
5809732;0;tcn1191;2376000;1800000;2400000;1.203449;0.592916;50.635493;201.065830;0.000299;13.264748;543.042236;0.000000;407.631584;1805718808368;3045490881115;338.168397;32288686850;21951170073;0;0;0;240153264692640;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712525176;711;07-04-2024 23:26:16
5809732;0;tcn1191;2376000;1800000;2400000;1.201049;0.593710;55.628612;221.699298;0.000300;13.273923;566.168573;0.000000;407.641990;1798037197207;3028479033975;338.196030;32082377782;21786924231;0;0;0;248349176554352;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712525199;735;07-04-2024 23:26:39
5809732;0;tcn1191;2376000;1800000;2400000;1.158647;0.589002;56.509909;227.308135;0.000314;13.842816;539.744633;0.000000;407.848344;1721028936236;2921938993518;338.176765;30593165928;20801734813;0;0;0;256156325465016;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712525223;759;07-04-2024 23:27:03
5809732;0;tcn1191;2376000;1800000;2400000;1.217349;0.581833;50.399848;205.116083;0.000299;14.418870;539.827782;0.000000;407.918022;1802544698483;3098047157661;338.083881;31872276926;21682406088;0;0;0;264277476147216;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712525248;783;07-04-2024 23:27:28
5809732;0;tcn1191;2376000;1800000;2400000;1.211699;0.590409;45.246357;181.724717;0.000302;13.554428;562.425087;0.000000;407.784294;1790684308670;3032953520645;338.085483;31915678810;21718593464;0;0;0;272413552640464;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712525272;807;07-04-2024 23:27:52
5809732;0;tcn1191;2376000;1800000;2400000;1.201699;0.591410;57.970005;231.542100;0.000299;13.462451;545.541491;0.000000;407.428546;1804539103191;3051249233542;338.104973;32229506717;21867664778;0;0;0;280629752016576;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712525296;831;07-04-2024 23:28:16
5809732;0;tcn1191;2376000;1800000;2400000;1.207999;0.587282;59.657541;240.260775;0.000303;13.811020;540.454940;0.000000;406.852826;1783959802060;3037654897637;338.103985;31706824837;21532359078;0;0;0;288730059228056;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712525320;855;07-04-2024 23:28:40
5809732;0;tcn1191;2376000;1800000;2400000;1.211049;0.590310;57.086387;229.156504;0.000300;13.603099;543.382615;0.000000;406.380612;1801227861202;3051324464237;338.112516;32109175486;21837128185;0;0;0;296925128041208;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712525344;880;07-04-2024 23:29:04
5809732;0;tcn1191;2376000;1800000;2400000;1.201649;0.592768;61.737511;246.433964;0.000301;13.365558;566.135510;0.000000;407.794365;1796031063348;3029905053464;338.132895;32079653846;21777400236;0;0;0;305103732824576;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712525368;904;07-04-2024 23:29:28
5809732;0;tcn1191;2376000;1800000;2400000;1.207899;0.590119;56.346550;226.792581;0.000299;13.677347;540.863975;0.000000;405.618073;1807139357285;3062331390103;338.126597;32171921063;21894204470;0;0;0;313312030733760;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712525393;928;07-04-2024 23:29:53
5809732;0;tcn1191;2376000;1800000;2400000;1.207699;0.592258;64.081969;255.077848;0.000302;13.257988;540.426095;0.000000;406.480051;1790253089331;3022760763439;338.156290;32000278544;21729705045;0;0;0;321474867408256;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712525417;952;07-04-2024 23:30:17
5809732;0;tcn1191;2376000;1800000;2400000;1.204499;0.589865;54.388332;217.744065;0.000302;13.594827;562.918001;0.000000;406.590087;1786263169164;3028256979074;338.152111;31792537241;21596673841;0;0;0;329588098235280;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712525441;976;07-04-2024 23:30:41
5809732;0;tcn1191;2376000;1800000;2400000;1.203699;0.594683;53.807977;213.644854;0.000300;13.229082;543.781845;0.000000;406.920607;1798000076463;3023461544099;338.174387;32140345392;21818795577;0;0;0;337787692837248;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712525465;1000;07-04-2024 23:31:05
5809732;0;tcn1191;2376000;1800000;2400000;1.208799;0.592433;63.149078;251.452926;0.000301;13.364049;538.193739;0.000000;405.179591;1796221868060;3031938676371;338.198688;32057539267;21772010589;0;0;0;345975770692552;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712525489;1024;07-04-2024 23:31:29
5809732;0;tcn1191;2376000;1800000;2400000;1.204099;0.592896;53.338321;212.482394;0.000303;13.396332;542.746643;0.000000;408.418697;1782216000563;3005950321356;338.212157;31771207153;21584353876;0;0;0;354089893335344;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712525513;1048;07-04-2024 23:31:53
5809732;0;tcn1191;2376000;1800000;2400000;1.200849;0.593320;45.119230;179.362985;0.000302;13.249367;570.706832;0.000000;410.171571;1790873269210;3018393970568;338.229072;31873212317;21681016057;0;0;0;362242784359112;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712525537;1073;07-04-2024 23:32:17
5809732;0;tcn1191;2376000;1800000;2400000;1.210549;0.591003;60.105960;241.965575;0.000297;13.536472;538.950118;0.000000;405.693594;1821386561726;3081858196083;338.240223;32488676207;22046046823;0;0;0;370531921796536;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712525561;1097;07-04-2024 23:32:41
5809732;0;tcn1191;2376000;1800000;2400000;1.206599;0.588582;58.223963;233.696016;0.000304;13.689107;543.775634;0.000000;409.861356;1780006812999;3024231594754;338.234920;31701214061;21588813781;0;0;0;378609914405448;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712525586;1121;07-04-2024 23:33:06
5809732;0;tcn1191;2376000;1800000;2400000;1.202749;0.592436;50.529751;202.150852;0.000299;13.436501;541.940745;0.000000;406.732573;1807751876324;3051388593947;338.245793;32210386892;21895571311;0;0;0;386837110522072;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712525610;1145;07-04-2024 23:33:30
5809732;0;tcn1191;2376000;1800000;2400000;1.210899;0.589787;44.111400;176.387308;0.000303;13.479696;564.833235;0.000000;408.939403;1782028222062;3021478605341;338.255486;31743154554;21583330562;0;0;0;394938858403880;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712525634;1169;07-04-2024 23:33:54
5809732;0;tcn1191;2376000;1800000;2400000;1.204999;0.593191;54.551403;216.543439;0.000301;13.442663;544.366540;0.000000;407.156185;1794867580374;3025781724467;338.263823;31981115643;21741083910;0;0;0;403107518558512;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712525658;1193;07-04-2024 23:34:18
5809732;0;tcn1191;2376000;1800000;2400000;1.203999;0.590743;51.268976;205.541609;0.000301;13.578401;545.788380;0.000000;407.949833;1797264809341;3042381274048;338.261515;32058184505;21762056686;0;0;0;411270043835112;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712525682;1217;07-04-2024 23:34:42
5809732;0;tcn1191;2376000;1800000;2400000;1.214499;0.588763;59.301555;237.883294;0.000301;13.743279;559.935345;0.000000;408.445321;1795846519140;3050204564050;338.250026;31956041856;21716645039;0;0;0;419417855989576;0;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;0.000000;0;0;0;0;1;1;1;1712525706;1242;07-04-2024 23:35:06
