    JOB-STEP USER       APPLICATION      POLICY NODES AVG/DEF/IMC(GHz) TIME(s)    POWER(W) GBS     CPI   ENERGY(J)    GFLOPS/W IO(MBs) MPI%  G-POW (T/U)     G-FREQ  G-UTIL(G/MEM)
[0m[0m[0m5762107-sb   jvandijk   experiment-perf- NP     1     2.57/2.60/---    1192.00    546.38   ---     ---   651286       ---      ---     ---   ---             ---     ---          
[0m[0m5762107-4    jvandijk   experiment-perf- NP     1     2.57/2.60/---    286.00     553.78   ---     ---   158382       ---      ---     ---   ---             ---     ---          
[0m[0m5762107-3    jvandijk   experiment-perf- NP     1     2.57/2.60/---    291.00     549.54   ---     ---   159917       ---      ---     ---   ---             ---     ---          
[0m[0m5762107-2    jvandijk   experiment-perf- NP     1     2.57/2.60/---    7.00       379.43   ---     ---   2656         ---      ---     ---   ---             ---     ---          
[0m[0m5762107-1    jvandijk   experiment-perf- NP     1     2.57/2.60/---    299.00     553.21   ---     ---   165411       ---      ---     ---   ---             ---     ---          
[0m[0m5762107-0    jvandijk   experiment-perf- NP     1     2.57/2.60/---    302.00     542.23   ---     ---   163752       ---      ---     ---   ---             ---     ---          

