    JOB-STEP USER       APPLICATION      POLICY NODES AVG/DEF/IMC(GHz) TIME(s)    POWER(W) GBS     CPI   ENERGY(J)    GFLOPS/W IO(MBs) MPI%  G-POW (T/U)     G-FREQ  G-UTIL(G/MEM)
[0m[0m[0m5762115-sb   jvandijk   experiment-perf- NP     1     2.57/2.60/---    138.00     271.89   ---     ---   37521        ---      ---     ---   ---             ---     ---          
[0m[0m5762115-4    jvandijk   experiment-perf- NP     1     2.57/2.60/---    30.00      280.40   ---     ---   8412         ---      ---     ---   ---             ---     ---          
[0m[0m5762115-3    jvandijk   experiment-perf- NP     1     2.57/2.60/---    30.00      288.13   ---     ---   8644         ---      ---     ---   ---             ---     ---          
[0m[0m5762115-2    jvandijk   experiment-perf- NP     1     2.57/2.60/---    6.00       299.00   ---     ---   1794         ---      ---     ---   ---             ---     ---          
[0m[0m5762115-1    jvandijk   experiment-perf- NP     1     2.57/2.60/---    33.00      282.33   ---     ---   9317         ---      ---     ---   ---             ---     ---          
[0m[0m5762115-0    jvandijk   experiment-perf- NP     1     2.57/2.60/---    32.00      274.56   ---     ---   8786         ---      ---     ---   ---             ---     ---          

