JobID        JobIDRaw        JobName  Partition  MaxVMSize  MaxVMSizeNode  MaxVMSizeTask  AveVMSize     MaxRSS MaxRSSNode MaxRSSTask     AveRSS MaxPages MaxPagesNode   MaxPagesTask   AvePages     MinCPU MinCPUNode MinCPUTask     AveCPU   NTasks  AllocCPUS    Elapsed      State ExitCode AveCPUFreq ReqCPUFreqMin ReqCPUFreqMax ReqCPUFreqGov     ReqMem ConsumedEnergy  MaxDiskRead MaxDiskReadNode MaxDiskReadTask    AveDiskRead MaxDiskWrite MaxDiskWriteNode MaxDiskWriteTask   AveDiskWrite    ReqTRES  AllocTRES TRESUsageInAve TRESUsageInMax TRESUsageInMaxNode TRESUsageInMaxTask TRESUsageInMin TRESUsageInMinNode TRESUsageInMinTask TRESUsageInTot TRESUsageOutMax TRESUsageOutMaxNode TRESUsageOutMaxTask TRESUsageOutAve TRESUsageOutTot 
------------ ------------ ---------- ---------- ---------- -------------- -------------- ---------- ---------- ---------- ---------- ---------- -------- ------------ -------------- ---------- ---------- ---------- ---------- ---------- -------- ---------- ---------- ---------- -------- ---------- ------------- ------------- ------------- ---------- -------------- ------------ --------------- --------------- -------------- ------------ ---------------- ---------------- -------------- ---------- ---------- -------------- -------------- ------------------ ------------------ -------------- ------------------ ------------------ -------------- --------------- ------------------- ------------------- --------------- --------------- 
5986614      5986614      experimen+   standard                                                                                                                                                                                                             256   00:09:15  COMPLETED      0:0                  Unknown       Unknown       Unknown       222G        245.21K                                                                                                                           billing=1+ billing=2+                                                                                                                                                                                                                                 
5986614.bat+ 5986614.bat+      batch               428016K      nid002500              0    428016K     19852K  nid002500          0     19852K        7    nid002500              0          7   00:00:00  nid002500          0   00:00:00        1        256   00:09:15  COMPLETED      0:0         2G             0             0             0                   244.91K       58.01M       nid002500               0         58.01M       57.03M        nid002500                0         57.03M            cpu=256,g+ cpu=00:00:00,+ cpu=00:00:00,+ cpu=nid002500,ene+ cpu=0,fs/disk=0,f+ cpu=00:00:00,+ cpu=nid002500,ene+ cpu=0,fs/disk=0,f+ cpu=00:00:00,+ energy=449,fs/+ energy=nid002500,f+ fs/disk=0,fs/lustr+ energy=387,fs/+ energy=387,fs/+ 
5986614.ext+ 5986614.ext+     extern                 7508K      nid002500              0      7508K       744K  nid002500          0       744K        0    nid002500              0          0   00:00:00  nid002500          0   00:00:00        1        256   00:09:15  COMPLETED      0:0      2.25G             0             0             0                   245.21K        0.00M       nid002500               0          0.00M        0.00M        nid002500                0          0.00M            billing=2+ cpu=00:00:00,+ cpu=00:00:00,+ cpu=nid002500,ene+ cpu=0,fs/disk=0,f+ cpu=00:00:00,+ cpu=nid002500,ene+ cpu=0,fs/disk=0,f+ cpu=00:00:00,+ energy=450,fs/+ energy=nid002500,f+ fs/disk=0,fs/lustr+ energy=387,fs/+ energy=387,fs/+ 
5986614.0    5986614.0    cube-benc+              1920244K      nid002500             53 1446511424    121456K  nid002500         42   90869312      246    nid002500              1        210   00:08:58  nid002500          0   00:09:09      128        256   00:09:12  COMPLETED      0:0    942.19M       Unknown            2G       Unknown                   244.26K        2.88M       nid002500               0          2.88M        0.01M        nid002500                0          0.00M            cpu=256,m+ cpu=00:09:09,+ cpu=00:09:09,+ cpu=nid002500,ene+ cpu=18,fs/disk=0,+ cpu=00:08:58,+ cpu=nid002500,ene+ cpu=0,fs/disk=1,f+ cpu=19:32:22,+ energy=451,fs/+ energy=nid002500,f+ fs/disk=0,fs/lustr+ energy=1,fs/di+ energy=238,fs/+ 
