Cnode ID, Thread ID,CYCLES_NOT_IN_HALT,RETIRED_INSTRUCTIONS,perf::PERF_COUNT_HW_CACHE_L1D:MISS,perf::PERF_COUNT_HW_CACHE_L1D:ACCESS,execution,mpi,comp,regionName,iteration
0,0,860674511077,2655932583107,11246167778,1136581080116,366.72,178.286,188.434,iterate,0
0,1,856129357281,2325412787189,13055874026,1013572082957,366.719,131.457,235.262,iterate,0
0,2,856587997519,2325798820702,13086761906,1014259042106,366.719,130.032,236.686,iterate,0
0,3,859922538253,2589824945213,11645848896,1109884964141,366.717,170.125,196.592,iterate,0
0,4,853515293750,2454107639943,13770674016,1067045305265,366.724,142.692,224.032,iterate,0
0,5,846876718283,2123268242377,15954044956,947572402388,366.722,93.5859,273.136,iterate,0
0,6,845364905385,2133750119096,15945065682,953414208255,366.722,94.9281,271.794,iterate,0
0,7,851130110953,2518098215146,14082255687,1093565646284,366.72,148.908,217.813,iterate,0
0,8,853533439870,2434655095997,13533575953,1058556854891,366.724,147.684,219.04,iterate,0
0,9,849898012057,2183019368482,15612137101,972846830232,366.724,104.899,261.825,iterate,0
0,10,849203039865,2177225947304,15630093252,969834745002,366.724,104.197,262.528,iterate,0
0,11,855666284998,2483725041566,13796889707,1078725571967,366.725,147.816,218.908,iterate,0
0,12,857551377381,2455234554133,12805005175,1068424259947,366.724,154.994,211.73,iterate,0
0,13,850324219107,2168366227678,14952123303,968763504445,366.724,109.024,257.7,iterate,0
0,14,850826600765,2169131780704,15487562730,970075731054,366.724,107.919,258.805,iterate,0
0,15,856766420408,2547922262328,13411585234,1106076850503,366.724,159.005,207.719,iterate,0
0,16,852639821952,2428905324037,13860568309,1059369434049,366.724,140.846,225.878,iterate,0
0,17,848573217734,2146694447666,16057318964,961164861448,366.725,96.6063,270.119,iterate,0
0,18,847927122269,2150813799681,16098120857,962733905836,366.725,96.7074,270.017,iterate,0
0,19,852541363151,2449998350404,14245076663,1067822377348,366.725,141.337,225.387,iterate,0
0,20,854332345680,2416736965091,13854250077,1053168765392,366.725,140.524,226.201,iterate,0
0,21,846538563859,2080560903033,15950172212,933132324961,366.724,91.469,275.255,iterate,0
