Cnode ID, Thread ID,CYCLES_NOT_IN_HALT,RETIRED_INSTRUCTIONS,perf::PERF_COUNT_HW_CACHE_L1D:MISS,perf::PERF_COUNT_HW_CACHE_L1D:ACCESS,execution,mpi,comp,regionName,iteration
0,0,619137922691,1877187708479,8717078446,807703979181,263.948,120.248,143.699,iterate,0
0,1,618008197009,1722486730758,10243478887,753603636116,263.945,93.9003,170.045,iterate,0
0,2,618385442710,1703619035356,10255629105,746003164795,263.932,91.8394,172.092,iterate,0
0,3,621294166503,1892646188082,8870442975,813004695313,263.948,120.385,143.563,iterate,0
0,4,618119403233,1840279919298,9849184270,797567666772,263.951,110.459,153.492,iterate,0
0,5,614444319237,1642220579215,11572505928,728862129199,263.951,78.7102,185.241,iterate,0
0,6,614437823301,1624077540778,11655551264,721567335972,263.949,77.1246,186.824,iterate,0
0,7,617882363693,1820421760164,10042467499,791396906380,263.95,107.127,156.823,iterate,0
0,8,618789615064,1853952364540,9627744156,801513448393,263.952,114.23,149.722,iterate,0
0,9,616367962879,1704646151670,11288422053,751317346886,263.95,88.1971,175.753,iterate,0
0,10,615127119744,1656694984049,11270181317,733642754665,263.951,83.1353,180.815,iterate,0
0,11,618765224099,1825617448658,9773206854,791102179324,263.951,110.121,153.83,iterate,0
0,12,621892545021,1908470986731,8453568839,817203252427,263.944,124.806,139.138,iterate,0
0,13,619047120987,1723797513848,9952204441,751343147831,263.944,95.5309,168.413,iterate,0
0,14,618945402804,1724986058315,10019166211,752010202978,263.943,95.5153,168.427,iterate,0
0,15,621529758178,1892603992684,8877018579,811639239262,263.946,122.617,141.329,iterate,0
0,16,615078126377,1776987696441,10890968599,778820661841,263.952,98.4494,165.503,iterate,0
0,17,611067975633,1612751025412,12634091137,721599855556,263.952,70.2244,193.727,iterate,0
0,18,609073281541,1601800617637,12611451117,717504967088,263.951,68.7831,195.168,iterate,0
0,19,615073505801,1691782195939,15118230867,750341261079,263.952,103.887,160.065,iterate,0
0,20,609706467760,1682391372358,12340112791,750260842532,263.953,82.4093,181.544,iterate,0
0,21,605871417672,1415005692683,14297622345,650936743802,263.953,40.5469,223.406,iterate,0
0,22,604961550178,1508034936023,14357959689,690144274588,263.953,50.7132,213.239,iterate,0
0,23,610141612027,1686122593844,12744259017,751617869102,263.952,81.3089,182.643,iterate,0
0,24,610522739415,1742274507944,11993726039,769785488099,263.952,91.5669,172.386,iterate,0
0,25,606433577933,1456293739267,13976092616,666048475947,263.952,48.1904,215.762,iterate,0
0,26,604895862525,1427524391285,13920993712,653301915001,263.952,44.6206,219.331,iterate,0
0,27,610019474194,1684833783810,12224648603,747172329286,263.953,84.2707,179.682,iterate,0
0,28,615605550947,1784258844565,10750698217,776815296933,263.952,101.133,162.818,iterate,0
0,29,612840230678,1570269626477,12247402205,701032457323,263.949,67.0152,196.934,iterate,0
