    JOB-STEP USER       APPLICATION      POLICY NODES AVG/DEF/IMC(GHz) TIME(s)    POWER(W) GBS     CPI   ENERGY(J)    GFLOPS/W IO(MBs) MPI%  G-POW (T/U)     G-FREQ  G-UTIL(G/MEM)
[0m[0m[0m5775980-sb   jvandijk   experiment-ear.j MO     1     2.59/2.60/---    836.00     196.89   ---     ---   164597       ---      ---     ---   ---             ---     ---          
[0m[0m5775980-0    jvandijk   experiment-ear.j MO     1     2.57/2.60/1.47   818.13     403.27   83.07   0.74  329927       1.3294   0.4     17.6  0.00/---        ---     ---          

