    JOB-STEP USER       APPLICATION      POLICY NODES AVG/DEF/IMC(GHz) TIME(s)    POWER(W) GBS     CPI   ENERGY(J)    GFLOPS/W IO(MBs) MPI%  G-POW (T/U)     G-FREQ  G-UTIL(G/MEM)
[0m[0m[0m5809740-sb   jvandijk   experiment-ear.j MO     1     2.44/2.40/---    1233.00    197.57   ---     ---   243609       ---      ---     ---   ---             ---     ---          
[0m[0m5809740-0    jvandijk   experiment-ear.j MO     1     2.39/2.40/1.80   1222.55    221.42   99.49   0.51  270697       1.5745   0.1     19.8  0.00/---        ---     ---          

