STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.59508679 GHz,
TABLE,Group 1 Raw,CPI,5
Event,Counter,HWThread 14
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,8524617124
CPU_CLOCKS_UNHALTED,PMC1,3149256482
RETIRED_UOPS,PMC2,8571589218
TABLE,Group 1 Metric,CPI,6
Metric,HWThread 14,
Runtime (RDTSC) [s],20.4870,
Runtime unhalted [s],1.2135,
Clock [MHz],-,
CPI,0.3694,
CPI (based on uops),0.3674,
IPC,2.7069,
