STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595086468 GHz,
TABLE,Group 1 Raw,CPI,5
Event,Counter,HWThread 30
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,8095577270
CPU_CLOCKS_UNHALTED,PMC1,3134889226
RETIRED_UOPS,PMC2,8127594558
TABLE,Group 1 Metric,CPI,6
Metric,HWThread 30,
Runtime (RDTSC) [s],21.3179,
Runtime unhalted [s],1.2080,
Clock [MHz],-,
CPI,0.3872,
CPI (based on uops),0.3857,
IPC,2.5824,
