STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595122998 GHz,
TABLE,Group 1 Raw,CACHE,6
Event,Counter,HWThread 102
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,4600496691
CPU_CLOCKS_UNHALTED,PMC1,2297333537
DATA_CACHE_ACCESSES,PMC2,2171682359
DATA_CACHE_REFILLS_ALL,PMC3,10094397
TABLE,Group 1 Metric,CACHE,9
Metric,HWThread 102,
Runtime (RDTSC) [s],21.3821,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4994,
data cache requests,2171682359,
data cache request rate,0.4721,
data cache misses,10094397,
data cache miss rate,0.0022,
data cache miss ratio,0.0046,
