STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595085936 GHz,
TABLE,Group 1 Raw,CACHE,6
Event,Counter,HWThread 89
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,5224050513
CPU_CLOCKS_UNHALTED,PMC1,2326979224
DATA_CACHE_ACCESSES,PMC2,2514317835
DATA_CACHE_REFILLS_ALL,PMC3,8060594
TABLE,Group 1 Metric,CACHE,9
Metric,HWThread 89,
Runtime (RDTSC) [s],19.3517,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4454,
data cache requests,2514317835,
data cache request rate,0.4813,
data cache misses,8060594,
data cache miss rate,0.0015,
data cache miss ratio,0.0032,
