JobID        JobIDRaw        JobName  Partition  MaxVMSize  MaxVMSizeNode  MaxVMSizeTask  AveVMSize     MaxRSS MaxRSSNode MaxRSSTask     AveRSS MaxPages MaxPagesNode   MaxPagesTask   AvePages     MinCPU MinCPUNode MinCPUTask     AveCPU   NTasks  AllocCPUS    Elapsed      State ExitCode AveCPUFreq ReqCPUFreqMin ReqCPUFreqMax ReqCPUFreqGov     ReqMem ConsumedEnergy  MaxDiskRead MaxDiskReadNode MaxDiskReadTask    AveDiskRead MaxDiskWrite MaxDiskWriteNode MaxDiskWriteTask   AveDiskWrite    ReqTRES  AllocTRES TRESUsageInAve TRESUsageInMax TRESUsageInMaxNode TRESUsageInMaxTask TRESUsageInMin TRESUsageInMinNode TRESUsageInMinTask TRESUsageInTot TRESUsageOutMax TRESUsageOutMaxNode TRESUsageOutMaxTask TRESUsageOutAve TRESUsageOutTot 
------------ ------------ ---------- ---------- ---------- -------------- -------------- ---------- ---------- ---------- ---------- ---------- -------- ------------ -------------- ---------- ---------- ---------- ---------- ---------- -------- ---------- ---------- ---------- -------- ---------- ------------- ------------- ------------- ---------- -------------- ------------ --------------- --------------- -------------- ------------ ---------------- ---------------- -------------- ---------- ---------- -------------- -------------- ------------------ ------------------ -------------- ------------------ ------------------ -------------- --------------- ------------------- ------------------- --------------- --------------- 
6146626      6146626      experimen+   standard                                                                                                                                                                                                             256   00:00:21  COMPLETED      0:0                  Unknown       Unknown       Unknown       222G          4.97K                                                                                                                           billing=6+ billing=2+                                                                                                                                                                                                                                 
6146626.bat+ 6146626.bat+      batch               158360K      nid006856              0    158360K      1812K  nid006856          0      1812K        0    nid006856              0          0   00:00:00  nid006856          0   00:00:00        1        256   00:00:21  COMPLETED      0:0      2.25G             0             0             0                     4.62K            0       nid006856               0              0        0.00M        nid006856                0          0.00M            cpu=256,g+ cpu=00:00:00,+ cpu=00:00:00,+ cpu=nid006856,ene+ cpu=0,fs/disk=0,f+ cpu=00:00:00,+ cpu=nid006856,ene+ cpu=0,fs/disk=0,f+ cpu=00:00:00,+ energy=235,fs/+ energy=nid006856,f+ fs/disk=0,fs/lustr+ energy=78,fs/d+ energy=78,fs/d+ 
6146626.ext+ 6146626.ext+     extern                 7508K      nid006856              0      7508K       652K  nid006856          0       652K        0    nid006856              0          0   00:00:00  nid006856          0   00:00:00        1        256   00:00:21  COMPLETED      0:0      2.25G             0             0             0                     4.97K        0.00M       nid006856               0          0.00M        0.00M        nid006856                0          0.00M            billing=2+ cpu=00:00:00,+ cpu=00:00:00,+ cpu=nid006856,ene+ cpu=0,fs/disk=0,f+ cpu=00:00:00,+ cpu=nid006856,ene+ cpu=0,fs/disk=0,f+ cpu=00:00:00,+ energy=235,fs/+ energy=nid006856,f+ fs/disk=0,fs/lustr+ energy=78,fs/d+ energy=78,fs/d+ 
6146626.0    6146626.0    perfwrapp+               284172K      nid006856             63    284172K      3536K  nid006856          1    2631744      181    nid006856              1          6   00:00:00  nid006856         63   00:00:00       64        256   00:00:05  COMPLETED      0:0       128G       Unknown            2G       Unknown                        24        2.97M       nid006856               0          2.83M        0.01M        nid006856                0          0.00M            cpu=256,m+ cpu=00:00:00,+ cpu=00:00:00,+ cpu=nid006856,ene+ cpu=1,fs/disk=0,f+ cpu=00:00:00,+ cpu=nid006856,ene+ cpu=63,fs/disk=63+ cpu=00:00:02,+ energy=321,fs/+ energy=nid006856,f+ fs/disk=0,fs/lustr+ energy=4,fs/di+ energy=301,fs/+ 
6146626.1    6146626.1    perfwrapp+               284172K      nid006856             48    284172K     27236K  nid006856          2      4781K      146    nid006856              2          4   00:00:00  nid006856         48   00:00:00       64        256   00:00:03  COMPLETED      0:0       128G       Unknown            2G       Unknown                       576        2.97M       nid006856               0          2.74M        0.01M        nid006856                0          0.00M            cpu=256,m+ cpu=00:00:00,+ cpu=00:00:00,+ cpu=nid006856,ene+ cpu=1,fs/disk=0,f+ cpu=00:00:00,+ cpu=nid006856,ene+ cpu=48,fs/disk=48+ cpu=00:00:01,+ energy=323,fs/+ energy=nid006856,f+ fs/disk=0,fs/lustr+ energy=3,fs/di+ energy=243,fs/+ 
6146626.2    6146626.2    perfwrapp+               284172K      nid006856              0    284172K     26972K  nid006856         12    4150144      133    nid006856             12          7   00:00:00  nid006856          0   00:00:00       64        256   00:00:01     FAILED      1:0       128G       Unknown            2G       Unknown                       251        0.08M       nid006856              10          0.08M        0.00M        nid006856                1          0.00M            cpu=256,m+ cpu=00:00:00,+ cpu=00:00:00,+ cpu=nid006856,ene+ cpu=12,fs/disk=10+ cpu=00:00:00,+ cpu=nid006856,ene+ cpu=0,fs/disk=0,f+ cpu=00:00:03,+ energy=249,fs/+ energy=nid006856,f+ fs/disk=1,fs/lustr+ energy=3,fs/di+ energy=224,fs/+ 
6146626.3    6146626.3    perfwrapp+               284172K      nid006856             48    284172K     28232K  nid006856          2    3109248      127    nid006856              4          6   00:00:00  nid006856         48   00:00:00       64        256   00:00:03  COMPLETED      0:0       128G       Unknown            2G       Unknown                       578        2.97M       nid006856               0          2.78M        0.01M        nid006856                0          0.00M            cpu=256,m+ cpu=00:00:00,+ cpu=00:00:00,+ cpu=nid006856,ene+ cpu=4,fs/disk=0,f+ cpu=00:00:00,+ cpu=nid006856,ene+ cpu=48,fs/disk=48+ cpu=00:00:03,+ energy=324,fs/+ energy=nid006856,f+ fs/disk=0,fs/lustr+ energy=3,fs/di+ energy=241,fs/+ 
6146626.4    6146626.4    cube-benc+               284164K      nid006856             60    284164K      4992K  nid006856         60      3952K      121    nid006856             41         60   00:00:00  nid006856         60   00:00:00       64        256   00:00:03  COMPLETED      0:0       128G       Unknown            2G       Unknown                       416        2.88M       nid006856               1          1.89M        0.00M        nid006856               10          0.00M            cpu=256,m+ cpu=00:00:00,+ cpu=00:00:01,+ cpu=nid006856,ene+ cpu=1,fs/disk=1,f+ cpu=00:00:00,+ cpu=nid006856,ene+ cpu=60,fs/disk=60+ cpu=00:00:48,+ energy=334,fs/+ energy=nid006856,f+ fs/disk=10,fs/lust+ energy=4,fs/di+ energy=265,fs/+ 
