STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595088857 GHz,
TABLE,Group 1 Raw,CACHE,6
Event,Counter,HWThread 116
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,1622379306978
CPU_CLOCKS_UNHALTED,PMC1,875807887918
DATA_CACHE_ACCESSES,PMC2,806375550524
DATA_CACHE_REFILLS_ALL,PMC3,4714583188
TABLE,Group 1 Metric,CACHE,9
Metric,HWThread 116,
Runtime (RDTSC) [s],364.2265,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.5398,
data cache requests,806375550524,
data cache request rate,0.4970,
data cache misses,4714583188,
data cache miss rate,0.0029,
data cache miss ratio,0.0058,
