STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595065074 GHz,
TABLE,Group 1 Raw,CPI,5
Event,Counter,HWThread 1
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,1883563627196
CPU_CLOCKS_UNHALTED,PMC1,889508389216
RETIRED_UOPS,PMC2,1882750029514
TABLE,Group 1 Metric,CPI,6
Metric,HWThread 1,
Runtime (RDTSC) [s],368.6194,
Runtime unhalted [s],342.7692,
Clock [MHz],-,
CPI,0.4722,
CPI (based on uops),0.4725,
IPC,2.1175,
