STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595144491 GHz,
TABLE,Group 1 Raw,CPI,5
Event,Counter,HWThread 38
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,1521221271492
CPU_CLOCKS_UNHALTED,PMC1,1224090827172
RETIRED_UOPS,PMC2,1509482222605
TABLE,Group 1 Metric,CPI,6
Metric,HWThread 38,
Runtime (RDTSC) [s],518.2071,
Runtime unhalted [s],471.6850,
Clock [MHz],-,
CPI,0.8047,
CPI (based on uops),0.8109,
IPC,1.2427,
