STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595115966 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 41
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,1579570848352
CPU_CLOCKS_UNHALTED,PMC1,1266391618549
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,18714417786
TABLE,Group 1 Metric,L2,8
Metric,HWThread 41,
Runtime (RDTSC) [s],537.3388,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.8017,
L2D load bandwidth [MBytes/s],2228.9900,
L2D load data volume [GBytes],1197.7227,
L2 bandwidth [MBytes/s],2228.9900,
L2 data volume [GBytes],1197.7227,
